#RPLIDAR SCAN DATA
#COUNT=497
#Angule	Distance	Quality
352.0734 2051.0 188
352.7765 2046.0 188
353.4961 2052.0 188
354.1992 2044.0 188
354.9188 2039.0 188
355.6219 2031.0 188
356.3416 2031.0 188
357.0612 2032.0 188
357.7643 2037.0 188
358.4839 2028.0 188
359.1870 2027.0 188
359.9011 2029.0 188
0.6207 2036.0 188
1.3239 2029.0 188
2.0435 2029.0 188
2.7466 2039.0 188
3.4662 2029.0 188
4.1858 2031.0 188
4.8889 2040.0 188
5.6085 2041.0 188
6.3116 2047.0 188
7.0312 2050.0 188
7.8717 1871.0 188
8.5748 1725.0 188
9.4208 1566.0 188
10.1239 1423.0 188
10.8435 1425.0 188
11.5576 1430.0 188
12.2607 1432.0 188
13.1067 1435.0 188
13.6835 1443.0 188
14.5294 1449.0 188
15.1227 1453.0 188
15.8258 1462.0 188
16.5454 1463.0 188
17.9681 1525.0 188
19.5117 1369.0 188
20.3577 1324.0 188
21.0773 1281.0 188
21.7804 1237.0 188
22.5000 1199.0 188
23.2031 1164.0 188
24.0436 1128.0 188
24.7632 1071.0 188
25.5927 1065.0 188
26.1859 1030.0 188
27.0264 1004.0 188
27.7295 978.0 188
28.5754 956.0 188
29.2786 932.0 188
29.9982 911.0 188
30.7178 890.0 188
31.5417 872.0 188
32.2614 855.0 188
32.9810 838.0 188
33.8104 819.0 188
34.5300 807.0 188
35.2332 791.0 188
35.9528 778.0 188
36.7932 764.0 188
37.4963 750.0 188
38.2159 738.0 188
38.9355 727.0 188
39.7650 716.0 188
40.4791 705.0 188
41.1987 694.0 188
42.0282 684.0 188
42.7478 675.0 188
43.3411 666.0 188
44.1870 657.0 188
45.0110 648.0 188
45.6042 640.0 188
46.4502 632.0 188
47.1533 626.0 188
47.9993 618.0 188
48.7134 611.0 188
49.4330 604.0 188
50.2625 597.0 188
50.8557 591.0 188
51.7017 585.0 188
52.2784 580.0 188
52.9980 574.0 188
53.8385 569.0 188
54.6844 563.0 188
55.3876 558.0 188
55.9808 554.0 188
56.7004 549.0 188
57.4036 545.0 188
58.2495 540.0 188
58.9636 536.0 188
59.6832 531.0 188
60.5127 529.0 188
61.2323 525.0 188
61.8256 521.0 188
62.6715 517.0 188
63.4955 514.0 188
63.9679 511.0 188
64.7919 508.0 188
65.6378 505.0 188
66.2311 503.0 188
