#RPLIDAR SCAN DATA
#COUNT=501
#Angule	Distance	Quality
351.9965 2050.0 188
352.7161 2049.0 188
353.4192 2044.0 188
354.1388 2044.0 188
354.8584 2034.0 188
355.5615 2039.0 188
356.2646 2028.0 188
356.9843 2026.0 188
357.6874 2034.0 188
358.4015 2026.0 188
359.1046 2034.0 188
359.8077 2026.0 188
0.5273 2027.0 188
1.2305 2025.0 188
1.9501 2036.0 188
2.6532 2036.0 188
3.3563 2028.0 188
4.0759 2038.0 188
4.7791 2042.0 188
5.4987 2042.0 188
6.2018 2047.0 188
6.9049 2094.0 188
7.6245 1904.0 188
8.4485 1748.0 188
9.2944 1619.0 188
9.9976 1452.0 188
10.8270 1425.0 188
11.5466 1429.0 188
12.2498 1433.0 188
12.9639 1443.0 188
13.6670 1442.0 188
14.2493 1450.0 188
14.9634 1453.0 188
15.6665 1457.0 188
16.5125 1466.0 188
17.0892 1472.0 188
17.9352 1409.0 188
19.3414 1384.0 188
20.0610 1337.0 188
20.8905 1294.0 188
21.6046 1251.0 188
22.3077 1207.0 188
23.0273 1172.0 188
23.8568 1137.0 188
25.2795 1076.0 188
26.1200 1042.0 188
26.8231 1010.0 188
27.5427 984.0 188
28.2458 960.0 188
29.0918 937.0 188
29.9213 918.0 188
30.4980 897.0 188
31.3385 878.0 188
32.0416 858.0 188
32.7612 841.0 188
33.4644 825.0 188
34.1840 809.0 188
35.0134 796.0 188
35.8594 781.0 188
36.5625 767.0 188
37.2766 753.0 188
38.1061 741.0 188
38.6993 729.0 188
39.5288 720.0 188
40.1221 709.0 188
40.9515 696.0 188
41.6711 687.0 188
42.3743 678.0 188
43.2147 668.0 188
43.9178 659.0 188
44.7638 652.0 188
45.4669 642.0 188
46.3074 636.0 188
47.0270 628.0 188
47.7301 621.0 188
48.4497 613.0 188
49.2792 607.0 188
49.8724 599.0 188
50.4657 594.0 188
51.1688 587.0 188
52.1356 582.0 188
52.8387 576.0 188
53.4375 570.0 188
54.1516 566.0 188
54.9811 560.0 188
55.7007 555.0 188
56.6510 551.0 188
57.2498 546.0 188
57.8430 543.0 188
58.6670 537.0 188
59.5129 534.0 188
60.0897 530.0 188
61.0620 526.0 188
61.6553 522.0 188
62.3584 519.0 188
63.0780 516.0 188
63.7811 513.0 188
64.3744 510.0 188
65.4675 506.0 188
66.1707 504.0 188
66.6376 500.0 188
67.4670 498.0 188
68.1866 496.0 188
68.8898 493.0 188
69.6094 491.0 188
70.3235 488.0 188
71.0266 487.0 188
71.9989 484.0 188
72.4493 483.0 188
73.2953 481.0 188
74.0149 479.0 188
74.7180 477.0 188
75.4321 476.0 188
76.0144 475.0 188
76.7340 473.0 188
77.4481 472.0 188
78.5303 470.0 188
78.9972 469.0 188
79.5740 467.0 188
80.4199 467.0 188
81.1395 466.0 188
81.9635 464.0 188
82.4359 465.0 188
83.5126 463.0 188
84.1058 463.0 188
84.9518 462.0 188
85.4022 460.0 188
86.3745 460.0 188
86.9513 460.0 188
87.5446 459.0 188
88.2642 459.0 188
89.0936 459.0 188
89.9341 459.0 188
90.5109 457.0 188
91.2305 457.0 188
92.1863 458.0 188
92.5269 459.0 188
93.4827 459.0 188
93.9496 461.0 188
94.7955 462.0 188
95.3723 463.0 188
96.2183 461.0 188
96.7950 463.0 188
97.7618 463.0 188
98.3386 463.0 188
99.1846 465.0 188
99.5306 466.0 188
100.4810 467.0 188
101.2006 467.0 188
101.7773 469.0 188
102.3706 470.0 188
103.3264 472.0 188
104.1669 474.0 188
104.7491 475.0 188
105.2161 477.0 188
105.9357 478.0 188
106.6388 481.0 188
107.6056 483.0 188
108.0615 484.0 188
108.7811 486.0 188
109.4843 488.0 188
110.3247 490.0 188
110.7916 493.0 188
111.7474 495.0 188
112.3407 497.0 188
113.1702 500.0 188
113.7634 503.0 188
114.3402 507.0 188
115.0598 509.0 188
115.9058 512.0 188
116.4825 515.0 188
117.2021 517.0 188
118.0261 517.0 188
118.8721 501.0 188
119.4653 489.0 188
120.1685 477.0 188
121.0144 464.0 188
121.9647 453.0 188
122.6843 444.0 188
123.6511 434.0 188
124.1071 425.0 188
124.9530 416.0 188
126.0297 407.0 188
126.6229 400.0 188
127.4634 392.0 188
128.1665 384.0 188
129.1388 377.0 188
129.9683 371.0 188
130.6824 365.0 188
131.1548 358.0 188
132.3578 352.0 188
133.0774 347.0 188
133.9014 342.0 188
134.3738 346.0 188
134.9670 350.0 188
135.7965 354.0 188
136.1371 358.0 188
137.2137 363.0 188
137.5598 368.0 188
138.1366 372.0 188
139.1089 377.0 188
139.4330 383.0 188
140.2789 388.0 188
140.9821 394.0 188
141.7017 400.0 188
142.1521 405.0 188
142.7454 412.0 188
143.3276 418.0 188
144.0417 426.0 188
146.6840 411.0 188
147.1399 409.0 188
147.8540 405.0 188
148.8098 402.0 188
149.1559 399.0 188
149.9799 396.0 188
150.8258 393.0 188
151.7761 389.0 188
152.2485 387.0 188
152.9517 385.0 188
153.6713 381.0 188
154.6216 380.0 188
155.3412 377.0 188
155.9180 376.0 188
156.7639 373.0 188
157.4835 371.0 188
158.1866 370.0 188
159.0271 368.0 188
159.7302 366.0 188
160.3235 364.0 188
161.0431 362.0 188
161.7462 361.0 188
162.5922 360.0 188
163.1854 358.0 188
163.8885 356.0 188
165.1080 355.0 188
165.7013 354.0 188
166.1517 353.0 188
166.8713 352.0 188
167.4646 351.0 188
168.5468 350.0 188
169.3872 349.0 188
169.6069 348.0 188
170.5573 347.0 188
171.4032 346.0 188
172.3700 346.0 188
172.8259 345.0 188
173.7927 345.0 188
174.2651 344.0 188
175.0891 344.0 188
175.9351 343.0 188
176.5283 343.0 188
176.8579 343.0 188
178.0774 342.0 188
178.9178 342.0 188
179.1211 342.0 188
180.2142 341.0 188
180.5603 342.0 188
181.3898 342.0 188
182.3566 342.0 188
182.9333 342.0 188
183.5266 343.0 188
184.3561 344.0 188
185.2020 344.0 188
185.9052 344.0 188
186.6248 344.0 188
186.9489 346.0 188
187.5421 346.0 188
188.3716 347.0 188
188.9648 348.0 188
189.6680 348.0 188
190.8875 349.0 188
191.2170 349.0 188
192.3102 351.0 188
192.7606 351.0 188
193.4802 353.0 188
193.9362 354.0 188
194.6558 355.0 188
195.6061 356.0 188
196.0730 357.0 188
196.9025 359.0 188
197.2485 361.0 188
198.3252 363.0 188
199.1711 364.0 188
199.3744 365.0 188
200.2148 367.0 188
200.7916 369.0 188
201.3904 370.0 188
202.2144 372.0 188
203.0603 374.0 188
204.0106 377.0 188
204.3567 378.0 188
204.9335 381.0 188
206.0266 383.0 188
206.4825 385.0 188
207.2021 388.0 188
208.0261 389.0 188
208.6249 393.0 188
209.2181 395.0 188
210.0421 398.0 188
210.7617 400.0 188
211.3385 403.0 188
211.9373 407.0 188
212.8876 410.0 188
213.4808 414.0 188
213.8269 417.0 188
214.7772 420.0 188
215.6232 423.0 188
216.2000 427.0 188
216.9196 431.0 188
217.4963 435.0 188
218.0896 439.0 188
218.9191 444.0 188
219.5123 448.0 188
220.1056 453.0 188
220.8087 458.0 188
221.6547 463.0 188
222.2314 469.0 188
223.0774 474.0 188
223.5278 479.0 188
224.1211 484.0 188
224.9670 491.0 188
225.6702 496.0 188
226.1371 502.0 188
226.7139 509.0 188
227.4335 517.0 188
228.1366 524.0 188
228.8562 529.0 188
229.5593 538.0 188
230.1526 545.0 188
230.8557 553.0 188
231.5753 563.0 188
232.2784 571.0 188
232.9980 579.0 188
233.7012 589.0 188
234.2944 598.0 188
234.8712 610.0 188
235.4645 620.0 188
236.2939 631.0 188
237.0135 642.0 188
237.7167 653.0 188
238.1836 668.0 188
239.0131 681.0 188
239.6063 693.0 188
240.1831 708.0 188
241.0291 725.0 188
241.6058 741.0 188
242.3254 758.0 188
242.9022 776.0 188
243.6218 796.0 188
244.3250 814.0 188
244.9182 836.0 188
245.4950 859.0 188
246.2146 884.0 188
246.9177 909.0 188
247.6373 933.0 188
248.3569 963.0 188
248.9337 994.0 188
249.5270 1029.0 188
250.3729 1064.0 188
250.9497 1104.0 188
251.6693 1142.0 188
252.2626 1186.0 188
252.9657 1236.0 188
253.5590 1264.0 188
254.4049 1276.0 188
255.1080 1272.0 188
255.8276 1264.0 188
256.5417 1262.0 188
257.2614 1256.0 188
257.9645 1253.0 188
258.6841 1251.0 188
259.4037 1248.0 188
259.9805 1247.0 188
260.7001 1243.0 188
261.5460 1240.0 188
262.2491 1237.0 188
262.9688 1234.0 188
263.6829 1233.0 188
264.3860 1232.0 188
265.1056 1232.0 188
265.8252 1228.0 188
266.5283 1229.0 188
267.2479 1229.0 188
268.6871 1223.0 188
269.3903 1226.0 188
270.0934 1229.0 188
270.8075 1228.0 188
271.5106 1224.0 188
272.1094 1334.0 188
272.9333 1239.0 188
273.6530 1238.0 188
274.3561 1241.0 188
275.0592 1242.0 188
275.7788 1242.0 188
276.4819 1244.0 188
277.2015 1246.0 188
277.7783 1246.0 188
278.6243 1249.0 188
279.3274 1253.0 188
280.0415 1255.0 188
280.6238 1259.0 188
281.4478 1261.0 188
282.0465 1265.0 188
282.7496 1269.0 188
283.4637 1270.0 188
284.2932 1278.0 188
285.0128 1279.0 188
285.5896 1283.0 188
286.4191 1289.0 188
287.1387 1294.0 188
287.7155 1297.0 188
288.5614 1302.0 188
289.1382 1309.0 188
289.8578 1315.0 188
290.5609 1321.0 188
291.2805 1329.0 188
291.9836 1330.0 188
292.6978 1336.0 188
293.4174 1343.0 188
294.1205 1352.0 188
294.8401 1358.0 188
295.5597 1369.0 188
296.2628 1372.0 188
296.9824 1380.0 188
297.7020 1393.0 188
298.2788 1397.0 188
299.1248 1408.0 188
299.8389 1417.0 188
300.5420 1423.0 188
301.2616 1433.0 188
301.9812 1444.0 188
302.5745 1455.0 188
303.2776 1465.0 188
303.9972 1478.0 188
304.7168 1486.0 188
305.4199 1502.0 188
306.1395 1516.0 188
306.8591 1529.0 188
