#RPLIDAR SCAN DATA
#COUNT=501
#Angule	Distance	Quality
352.3425 2048.0 188
353.0621 2045.0 188
353.7653 2043.0 188
354.4684 2042.0 188
355.1825 2031.0 188
355.8856 2037.0 188
356.6052 2030.0 188
357.3083 2036.0 188
358.0280 2028.0 188
358.7311 2028.0 188
359.4507 2027.0 188
0.1538 2035.0 188
0.8569 2028.0 188
1.5765 2036.0 188
2.2797 2028.0 188
2.9993 2036.0 188
3.7024 2029.0 188
4.4165 2038.0 188
5.1196 2040.0 188
5.8228 2042.0 188
6.5424 2065.0 188
7.2455 1995.0 188
8.0914 1826.0 188
8.9209 1681.0 188
9.6405 1528.0 188
10.4645 1424.0 188
11.0577 1427.0 188
11.7609 1430.0 188
12.5903 1434.0 188
13.3099 1442.0 188
13.8867 1447.0 188
14.7327 1451.0 188
15.3094 1454.0 188
16.0126 1460.0 188
16.8585 1467.0 188
17.4353 1469.0 188
18.1549 1461.0 188
19.6875 1360.0 188
20.4016 1316.0 188
21.1047 1270.0 188
21.9507 1230.0 188
22.6538 1189.0 188
23.4833 1152.0 188
24.2029 1099.0 188
25.0269 972.0 188
25.6201 1060.0 188
26.4496 1022.0 188
27.2791 996.0 188
27.8723 972.0 188
28.5754 949.0 188
29.4214 926.0 188
30.2454 906.0 188
30.8276 886.0 188
31.6681 867.0 188
32.3712 849.0 188
33.0908 833.0 188
33.9203 816.0 188
34.6399 802.0 188
35.3430 788.0 188
36.0571 772.0 188
36.7603 761.0 188
37.7325 747.0 188
38.4521 735.0 188
39.1553 723.0 188
39.8749 713.0 188
40.5890 703.0 188
41.2921 692.0 188
42.1381 683.0 188
42.8577 673.0 188
43.6871 664.0 188
44.2804 655.0 188
45.1208 647.0 188
45.8240 639.0 188
46.5436 632.0 188
47.1368 624.0 188
47.9663 616.0 188
48.8123 610.0 188
49.5264 603.0 188
50.3558 596.0 188
51.0754 590.0 188
51.6687 584.0 188
52.3718 579.0 188
53.3386 573.0 188
54.0582 567.0 188
54.6405 563.0 188
55.4810 557.0 188
56.3269 553.0 188
57.0300 548.0 188
57.4969 544.0 188
58.3429 540.0 188
59.1669 536.0 188
59.8865 531.0 188
60.4688 528.0 188
61.3092 524.0 188
61.9025 521.0 188
62.8583 517.0 188
63.4515 514.0 188
64.1711 511.0 188
65.1215 508.0 188
65.5884 505.0 188
66.4178 503.0 188
67.2638 499.0 188
67.8571 497.0 188
68.5602 494.0 188
69.2798 492.0 188
69.9994 490.0 188
70.5762 487.0 188
71.5430 485.0 188
72.1198 484.0 188
73.0920 482.0 188
73.8116 479.0 188
74.2621 478.0 188
75.1080 476.0 188
75.8276 475.0 188
76.6516 473.0 188
77.3712 472.0 188
77.9480 471.0 188
78.6676 469.0 188
79.5135 468.0 188
80.2167 467.0 188
81.0571 465.0 188
81.5295 465.0 188
82.4799 465.0 188
83.0731 463.0 188
83.9026 463.0 188
84.6222 463.0 188
85.0781 461.0 188
86.0449 459.0 188
86.7480 461.0 188
87.4677 458.0 188
88.0444 458.0 188
88.8904 458.0 188
89.3408 459.0 188
90.0604 460.0 188
90.7635 459.0 188
91.4832 457.0 188
92.3071 458.0 188
92.9059 459.0 188
93.7299 461.0 188
94.5758 461.0 188
95.0262 461.0 188
95.8722 461.0 188
96.7017 462.0 188
97.1686 462.0 188
97.9980 464.0 188
98.5913 464.0 188
99.2944 464.0 188
100.0140 466.0 188
100.7172 468.0 188
101.5576 468.0 188
102.1399 470.0 188
102.9803 471.0 188
103.4363 473.0 188
104.1559 474.0 188
105.1062 476.0 188
105.6995 477.0 188
106.2762 480.0 188
107.2485 481.0 188
107.8253 483.0 188
108.2922 485.0 188
109.0118 487.0 188
109.8413 489.0 188
110.5609 492.0 188
111.2640 494.0 188
111.8573 496.0 188
112.8241 498.0 188
113.2800 501.0 188
114.2468 504.0 188
114.7028 508.0 188
115.5432 510.0 188
116.0156 513.0 188
116.8396 516.0 188
117.5592 517.0 188
119.1083 496.0 188
119.9487 482.0 188
120.5310 471.0 188
121.6241 459.0 188
122.2009 449.0 188
122.9205 438.0 188
123.8873 428.0 188
124.7168 421.0 188
125.5573 411.0 188
126.1395 404.0 188
126.8591 396.0 188
127.6996 387.0 188
128.7762 381.0 188
129.4958 374.0 188
129.9518 367.0 188
131.1713 361.0 188
131.8744 355.0 188
132.8412 349.0 188
133.1873 342.0 188
133.8904 344.0 188
134.4836 348.0 188
135.5603 352.0 188
135.7800 356.0 188
136.4996 360.0 188
137.0764 365.0 188
138.2959 369.0 188
138.4991 376.0 188
139.2188 380.0 188
140.0592 385.0 188
140.7623 391.0 188
141.1084 397.0 188
141.8115 403.0 188
142.5311 408.0 188
143.8275 420.0 188
144.6680 420.0 188
145.8435 413.0 188
146.9366 410.0 188
147.6398 406.0 188
148.6066 403.0 188
149.1833 399.0 188
149.5294 397.0 188
150.4962 394.0 188
151.3257 391.0 188
152.0453 388.0 188
152.6221 386.0 188
153.5889 383.0 188
154.1711 381.0 188
155.1379 378.0 188
155.6049 377.0 188
156.4343 374.0 188
156.9012 372.0 188
157.7307 369.0 188
158.7030 368.0 188
159.4171 366.0 188
159.9994 365.0 188
160.7135 363.0 188
161.7957 361.0 188
162.0154 360.0 188
163.3557 358.0 188
164.0588 356.0 188
164.6521 357.0 188
164.9817 354.0 188
166.0748 354.0 188
166.5417 353.0 188
167.3712 352.0 188
168.2172 350.0 188
169.0466 350.0 188
169.8871 348.0 188
170.1068 348.0 188
170.8099 347.0 188
171.6559 346.0 188
172.3590 346.0 188
173.4521 345.0 188
173.9191 344.0 188
174.6222 344.0 188
175.0891 344.0 188
176.1713 344.0 188
176.7645 343.0 188
177.2150 343.0 188
178.0609 342.0 188
178.8904 342.0 188
179.6045 343.0 188
180.5603 342.0 188
181.2799 342.0 188
181.9830 341.0 188
182.2028 343.0 188
183.5266 344.0 188
183.9990 344.0 188
184.7021 344.0 188
185.0427 345.0 188
186.1359 344.0 188
186.7181 346.0 188
187.1851 346.0 188
188.3881 347.0 188
188.7341 348.0 188
189.3109 348.0 188
190.1514 349.0 188
191.1072 349.0 188
191.8268 351.0 188
192.0300 352.0 188
192.8705 353.0 188
193.4528 354.0 188
194.4196 355.0 188
195.1227 356.0 188
195.7159 358.0 188
196.1829 358.0 188
197.2650 359.0 188
197.9791 361.0 188
198.8086 363.0 188
199.5282 364.0 188
199.9841 366.0 188
200.5774 367.0 188
201.2805 369.0 188
201.7474 372.0 188
202.8241 373.0 188
203.4174 375.0 188
204.3732 377.0 188
204.8401 380.0 188
