#RPLIDAR SCAN DATA
#COUNT=502
#Angule	Distance	Quality
352.3590 2048.0 188
353.0621 2055.0 188
353.7653 2045.0 188
354.4794 2043.0 188
355.1825 2041.0 188
355.9021 2038.0 188
356.6052 2037.0 188
357.3248 2036.0 188
358.0280 2028.0 188
358.7311 2028.0 188
359.4507 2028.0 188
0.1538 2037.0 188
0.8734 2028.0 188
1.5765 2037.0 188
2.2961 2027.0 188
2.9993 2030.0 188
3.7134 2037.0 188
4.4165 2031.0 188
5.1196 2040.0 188
5.8392 2041.0 188
6.5424 2062.0 188
7.2455 1996.0 188
8.0914 1829.0 188
8.9209 1688.0 188
9.6405 1529.0 188
10.4645 1420.0 188
11.1676 1427.0 188
11.8872 1429.0 188
12.5903 1434.0 188
13.2935 1441.0 188
13.8867 1447.0 188
14.5898 1450.0 188
15.3094 1454.0 188
16.1389 1458.0 188
16.7157 1465.0 188
17.4353 1468.0 188
18.1384 1527.0 188
19.6875 1361.0 188
20.3906 1317.0 188
21.2311 1272.0 188
21.9342 1232.0 188
22.6373 1190.0 188
23.3569 1156.0 188
24.1864 1104.0 188
25.0104 940.0 188
25.7300 1061.0 188
26.4331 1023.0 188
27.1527 997.0 188
27.8558 974.0 188
28.7018 951.0 188
29.2786 927.0 188
30.1245 908.0 188
30.8276 886.0 188
31.6681 868.0 188
32.3712 850.0 188
33.2172 834.0 188
33.9368 818.0 188
34.6399 804.0 188
35.3540 789.0 188
36.1835 774.0 188
36.9031 762.0 188
37.6062 748.0 188
38.3258 737.0 188
39.0454 725.0 188
39.7485 714.0 188
40.5890 704.0 188
41.4185 693.0 188
42.0117 683.0 188
42.7148 673.0 188
43.6871 665.0 188
44.3903 654.0 188
45.1044 648.0 188
45.8240 639.0 188
46.5271 632.0 188
47.2467 623.0 188
48.0762 616.0 188
48.7958 610.0 188
49.4989 603.0 188
50.0922 596.0 188
50.9326 590.0 188
51.7621 584.0 188
52.3553 578.0 188
53.2013 573.0 188
53.7781 568.0 188
54.7449 563.0 188
55.3436 557.0 188
56.0577 553.0 188
56.8872 548.0 188
57.6068 544.0 188
58.3264 540.0 188
59.0295 536.0 188
59.7491 531.0 188
60.4688 528.0 188
61.3092 524.0 188
62.0123 521.0 188
62.7319 517.0 188
63.5779 514.0 188
64.2810 511.0 188
65.1215 508.0 188
65.7147 505.0 188
66.3080 502.0 188
67.0111 500.0 188
67.7307 496.0 188
68.5767 494.0 188
69.4061 492.0 188
70.1202 490.0 188
70.7135 487.0 188
71.5594 486.0 188
72.3889 483.0 188
73.1085 482.0 188
73.5754 479.0 188
74.5422 478.0 188
75.2454 476.0 188
75.8386 475.0 188
76.7944 473.0 188
77.3877 472.0 188
78.0908 471.0 188
78.5577 469.0 188
79.5300 468.0 188
80.1068 466.0 188
80.8264 465.0 188
81.5295 465.0 188
82.2491 465.0 188
82.9688 464.0 188
83.7927 463.0 188
84.6387 461.0 188
85.2155 461.0 188
85.9351 460.0 188
86.6547 459.0 188
87.4841 459.0 188
88.1982 459.0 188
88.7805 459.0 188
89.4946 459.0 188
90.0934 459.0 188
90.7965 459.0 188
91.7633 457.0 188
92.4664 459.0 188
92.9333 460.0 188
93.9056 460.0 188
94.3561 461.0 188
95.0757 461.0 188
95.9052 461.0 188
96.3721 462.0 188
97.3389 462.0 188
98.1683 463.0 188
98.7616 464.0 188
99.4647 464.0 188
100.0580 466.0 188
100.7611 467.0 188
101.6071 468.0 188
102.3102 470.0 188
103.1561 471.0 188
103.8593 473.0 188
104.3262 474.0 188
105.0293 476.0 188
105.7489 477.0 188
106.3257 481.0 188
107.0453 481.0 188
107.8748 483.0 188
108.7152 484.0 188
109.3085 488.0 188
110.0116 489.0 188
110.6049 492.0 188
111.3080 494.0 188
