x y z
1.074573 1.817768 0.000000
1.035086 1.850585 0.000000
1.010173 1.881296 0.000000
0.978317 1.911151 0.000000
0.954905 1.939405 0.000000
0.929858 1.965083 0.000000
0.491450 1.979139 0.000000
0.467946 1.995699 0.000000
0.447338 2.009877 0.000000
0.455503 2.032898 0.000000
0.422667 2.043076 0.000000
0.404748 2.057703 0.000000
0.393019 2.072937 0.000000
0.376244 2.086231 0.000000
0.216897 2.048179 0.000000
0.209913 2.059559 0.000000
0.195084 2.068203 0.000000
0.181653 2.080098 0.000000
0.174109 2.089489 0.000000
-0.208545 1.919525 0.000000
-0.158810 1.952641 0.000000
0.260317 2.186340 0.000000
0.256146 2.201767 0.000000
0.244440 2.214437 0.000000
0.217600 2.237838 0.000000
0.208160 2.250946 0.000000
0.194606 2.261831 0.000000
0.183297 2.273320 0.000000
0.172155 2.284082 0.000000
0.159164 2.294165 0.000000
0.144498 2.304398 0.000000
0.133117 2.318525 0.000000
0.122341 2.329389 0.000000
0.110140 2.340782 0.000000
0.099488 2.353966 0.000000
1.107224 3.747036 0.000000
1.064994 3.782050 0.000000
1.024040 3.816816 0.000000
0.983216 3.854601 0.000000
0.944745 3.896846 0.000000
0.904937 3.935547 0.000000
0.858038 3.965722 0.000000
0.820580 4.013536 0.000000
0.775491 4.050393 0.000000
0.731249 4.087079 0.000000
0.687916 4.130526 0.000000
0.647804 4.178528 0.000000
0.601294 4.217846 0.000000
0.557856 4.265586 0.000000
0.507563 4.302224 0.000000
0.462093 4.349020 0.000000
0.416614 4.400266 0.000000
0.362508 4.434977 0.000000
0.314057 4.485906 0.000000
0.263670 4.545732 0.000000
0.206361 4.579274 0.000000
0.156051 4.650779 0.000000
0.097424 4.688585 0.000000
0.042639 4.767611 0.000000
-0.018161 4.809160 0.000000
-0.077784 4.886355 0.000000
-0.143508 4.935991 0.000000
-0.196296 5.230258 0.000000
-0.266866 5.396671 0.000000
-0.346670 5.358069 0.000000
-0.427257 5.442693 0.000000
-0.511108 5.540225 0.000000
-0.687617 5.663588 0.000000
-0.778971 5.705760 0.000000
-0.859313 5.632496 0.000000
-0.962890 5.750600 0.000000
-1.124053 6.179884 0.000000
-1.215547 6.136384 0.000000
-1.328103 6.184320 0.000000
-1.404404 6.077724 0.000000
-1.482312 5.987528 0.000000
-1.565369 5.917721 0.000000
-1.636307 5.823630 0.000000
-1.704323 5.734031 0.000000
-1.778384 5.666080 0.000000
-1.846502 5.584512 0.000000
-1.919527 5.523769 0.000000
-1.989174 5.461188 0.000000
-2.043737 5.366769 0.000000
-2.115158 5.312787 0.000000
-2.177479 5.242996 0.000000
-2.239725 5.176131 0.000000
-2.287838 5.087458 0.000000
-2.351432 5.028640 0.000000
-2.418405 4.974595 0.000000
-2.475947 4.912808 0.000000
-2.542165 4.857681 0.000000
-2.593640 4.788313 0.000000
-2.647894 4.722690 0.000000
-2.710251 4.666759 0.000000
-2.765218 4.607076 0.000000
-2.821601 4.545115 0.000000
-2.882317 4.489859 0.000000
-2.934284 4.425556 0.000000
-2.978048 4.355204 0.000000
-3.050144 4.311222 0.000000
-3.112116 4.254104 0.000000
-3.157444 4.186182 0.000000
-3.441748 4.319195 0.000000
-2.347314 3.333923 0.000000
-1.995430 2.998736 0.000000
-2.016893 2.957552 0.000000
-2.045008 2.922501 0.000000
-2.080790 2.892167 0.000000
-2.115816 2.862599 0.000000
-2.141959 2.824572 0.000000
-2.173081 2.790378 0.000000
-2.200300 2.752344 0.000000
-2.236274 2.720192 0.000000
-2.272879 2.685583 0.000000
-2.300845 2.648135 0.000000
-2.337742 2.612019 0.000000
-2.374024 2.575931 0.000000
-2.402771 2.534885 0.000000
-2.440247 2.497407 0.000000
-2.478235 2.461513 0.000000
-2.517659 2.421764 0.000000
-2.542811 2.376981 0.000000
-2.594188 2.339233 0.000000
-2.623708 2.293571 0.000000
-2.667128 2.250407 0.000000
-2.732000 2.208758 0.000000
-2.809672 2.168489 0.000000
-4.554155 2.164719 0.000000
-4.641471 2.077646 0.000000
-4.729984 1.985832 0.000000
-5.046608 1.898564 0.000000
-4.939837 1.793166 0.000000
-5.003251 1.690915 0.000000
-4.660413 1.602203 0.000000
-4.424263 1.520318 0.000000
-4.402706 1.433509 0.000000
-4.371218 1.342912 0.000000
-4.313532 1.261300 0.000000
-4.345620 1.166256 0.000000
-4.340040 1.074883 0.000000
-4.315904 0.989085 0.000000
-4.134482 0.937570 0.000000
-4.035930 0.872689 0.000000
-4.146494 0.755488 0.000000
-6.089596 0.093762 0.000000
-5.974311 -0.010638 0.000000
-5.872469 -0.112661 0.000000
-5.708543 -0.191843 0.000000
-5.640909 -0.300118 0.000000
-5.543128 -0.396140 0.000000
-5.475875 -0.505085 0.000000
-5.375902 -0.595812 0.000000
-5.245918 -0.667074 0.000000
-5.111924 -0.733657 0.000000
-5.032921 -0.826872 0.000000
-4.947830 -0.915272 0.000000
-4.845865 -0.991639 0.000000
-4.783061 -1.089573 0.000000
-4.702268 -1.176919 0.000000
-4.601343 -1.248774 0.000000
-4.548401 -1.354756 0.000000
-4.443760 -1.419159 0.000000
-4.361920 -1.503734 0.000000
-4.292658 -1.596839 0.000000
-0.979063 1.230840 0.000000
-0.829537 1.347269 0.000000
-0.787747 1.366766 0.000000
-0.766566 1.368108 0.000000
-0.748525 1.370974 0.000000
-0.734484 1.367425 0.000000
-0.721637 1.363292 0.000000
-0.710756 1.355067 0.000000
-0.701636 1.346960 0.000000
-0.692725 1.338708 0.000000
-0.685619 1.328059 0.000000
-0.687691 1.299866 0.000000
-0.677644 1.291270 0.000000
-0.689390 1.247918 0.000000
-0.705331 1.193694 0.000000
-0.721084 1.132291 0.000000
-0.732645 1.074415 0.000000
-1.745475 -1.181651 0.000000
-1.590759 -1.009898 0.000000
-0.704299 0.953955 0.000000
-0.677062 0.969237 0.000000
-0.657337 0.965914 0.000000
-0.640986 0.952845 0.000000
-0.689486 0.535477 0.000000
-0.665758 0.514313 0.000000
-0.732597 -0.414826 0.000000
-0.671857 -0.344919 0.000000
-0.615845 -0.280579 0.000000
-0.562094 -0.218676 0.000000
-0.511581 -0.167698 0.000000
-0.465263 -0.119172 0.000000
-0.420745 -0.073095 0.000000
-0.377366 -0.022511 0.000000
-0.337560 0.019017 0.000000
-0.298054 0.058712 0.000000
-0.262257 0.099627 0.000000
-0.226343 0.140676 0.000000
-0.219984 0.436454 0.000000
-0.011690 1.018398 0.000000
-0.043405 1.133651 0.000000
-0.004121 1.089512 0.000000
0.015830 1.094399 0.000000
0.041895 1.083713 0.000000
0.064903 1.079776 0.000000
0.306761 0.715909 0.000000
0.325826 0.742310 0.000000
0.347351 0.760641 0.000000
0.368707 0.779001 0.000000
0.386198 0.803372 0.000000
0.406232 0.826137 0.000000
0.425954 0.844663 0.000000
0.445862 0.865462 0.000000
0.463645 0.886896 0.000000
0.484362 0.907497 0.000000
0.503318 0.925514 0.000000
0.523122 0.945583 0.000000
0.541585 0.967358 0.000000
0.560373 0.987451 0.000000
0.582190 1.005097 0.000000
0.600775 1.026483 0.000000
0.618286 1.048754 0.000000
0.639770 1.065661 0.000000
0.658245 1.087538 0.000000
0.676729 1.108324 0.000000
0.697414 1.129986 0.000000
0.716305 1.151421 0.000000
0.642200 1.229594 0.000000
0.701288 1.225644 0.000000
0.722164 1.244696 0.000000
0.739389 1.267852 0.000000
0.817434 1.260815 0.000000
0.839510 1.283778 0.000000
0.861620 1.307279 0.000000
0.882069 1.330402 0.000000
0.901622 1.354342 0.000000
0.744109 1.442134 0.000000
0.749785 1.467334 0.000000
0.750724 1.494412 0.000000
0.759425 1.519937 0.000000
0.756257 1.547897 0.000000
0.775883 1.570542 0.000000
0.778944 1.596143 0.000000
0.795668 1.618898 0.000000
