x y z
-137.460746 36.373807 0.000000
-137.499195 36.384638 0.000000
-137.548943 36.386732 0.000000
-137.593490 36.388236 0.000000
-137.632524 36.394169 0.000000
-137.669977 36.400687 0.000000
-137.710014 36.400397 0.000000
-138.054364 36.133680 0.000000
-138.082121 36.133292 0.000000
-138.106872 36.132817 0.000000
-138.122680 36.143534 0.000000
-138.147391 36.139240 0.000000
-138.170820 36.140181 0.000000
-138.190173 36.143339 0.000000
-138.208617 36.145218 0.000000
-138.305300 36.017063 0.000000
-138.321437 36.018143 0.000000
-138.338479 36.017058 0.000000
-138.356547 36.013583 0.000000
-138.365831 36.021741 0.000000
-138.553319 35.645667 0.000000
-138.360716 36.150934 0.000000
-138.376924 36.158600 0.000000
-138.393072 36.159796 0.000000
-138.428626 36.159928 0.000000
-138.443676 36.161052 0.000000
-138.462023 36.162565 0.000000
-138.476165 36.166394 0.000000
-138.493378 36.167904 0.000000
-138.510506 36.166722 0.000000
-138.527283 36.167123 0.000000
-138.543118 36.168304 0.000000
-138.558818 36.171134 0.000000
-138.575480 36.172165 0.000000
-138.592683 36.175580 0.000000
-138.701161 37.890470 0.000000
-138.756803 37.904340 0.000000
-138.810619 37.894565 0.000000
-138.865974 37.895483 0.000000
-138.923550 37.906224 0.000000
-138.979609 37.915166 0.000000
-139.034089 37.902389 0.000000
-139.093773 37.917124 0.000000
-139.149993 37.917023 0.000000
-139.207227 37.915964 0.000000
-139.265575 37.911529 0.000000
-139.332326 37.929338 0.000000
-139.392050 37.931166 0.000000
-139.451074 37.928246 0.000000
-139.510140 37.914957 0.000000
-139.583282 37.944884 0.000000
-139.652827 37.956034 0.000000
-139.716896 37.950666 0.000000
-139.787124 37.958040 0.000000
-139.862864 37.972931 0.000000
-139.928820 37.962943 0.000000
-140.009988 37.981795 0.000000
-140.080870 37.976468 0.000000
-140.172156 38.000398 0.000000
-140.247774 37.997334 0.000000
-140.323698 37.985742 0.000000
-140.421829 38.008875 0.000000
-140.653971 38.209423 0.000000
-140.800483 38.274803 0.000000
-140.842777 38.199903 0.000000
-140.970625 38.229713 0.000000
-141.090634 38.245188 0.000000
-141.304144 38.225343 0.000000
-141.401540 38.201408 0.000000
-141.353639 38.034051 0.000000
-141.627739 38.172469 0.000000
-141.970234 38.351653 0.000000
-142.000501 38.247790 0.000000
-142.113727 38.211941 0.000000
-142.129437 38.098767 0.000000
-142.117639 37.970301 0.000000
-142.136815 37.864841 0.000000
-142.142569 37.754352 0.000000
-142.129850 37.633959 0.000000
-142.143723 37.534510 0.000000
-142.157868 37.438471 0.000000
-142.161424 37.337278 0.000000
-142.151758 37.231638 0.000000
-142.165567 37.139986 0.000000
-142.186179 37.052721 0.000000
-142.191091 36.959634 0.000000
-142.184736 36.862472 0.000000
-142.197717 36.777838 0.000000
-142.183884 36.682510 0.000000
-142.200044 36.597835 0.000000
-142.206382 36.513943 0.000000
-142.218845 36.428308 0.000000
-142.199187 36.338309 0.000000
-142.214622 36.257054 0.000000
-142.228263 36.176591 0.000000
-142.202392 36.088138 0.000000
-142.239355 36.011367 0.000000
-142.254711 35.931610 0.000000
-142.256358 35.848108 0.000000
-142.264387 35.767518 0.000000
-142.273129 35.686936 0.000000
-142.272893 35.604808 0.000000
-142.249343 35.521358 0.000000
-142.578908 35.443947 0.000000
-141.091302 35.379175 0.000000
-140.629051 35.341747 0.000000
-140.609218 35.296828 0.000000
-140.610947 35.252228 0.000000
-140.616211 35.207497 0.000000
-140.623860 35.161410 0.000000
-140.623602 35.114861 0.000000
-140.623842 35.068452 0.000000
-140.620676 35.022930 0.000000
-140.628050 34.975248 0.000000
-140.631102 34.926688 0.000000
-140.632022 34.878029 0.000000
-140.637029 34.827469 0.000000
-140.632647 34.779693 0.000000
-140.646543 34.723699 0.000000
-140.642518 34.674241 0.000000
-140.640532 34.623946 0.000000
-140.652917 34.566002 0.000000
-140.648254 34.514181 0.000000
-140.664120 34.451579 0.000000
-140.654540 34.399226 0.000000
-140.661258 34.339453 0.000000
-140.684073 34.266608 0.000000
-140.727416 34.180135 0.000000
-142.070428 33.069809 0.000000
-142.078084 32.951579 0.000000
-142.085564 32.826401 0.000000
-142.206666 32.610081 0.000000
-142.130825 32.539964 0.000000
-142.148060 32.390273 0.000000
-141.897286 32.476059 0.000000
-141.574728 32.641608 0.000000
-141.452137 32.634616 0.000000
-141.415454 32.545617 0.000000
-141.309827 32.528631 0.000000
-141.258036 32.453123 0.000000
-141.210888 32.373979 0.000000
-141.140642 32.317805 0.000000
-140.974823 32.383679 0.000000
-140.847723 32.408692 0.000000
-140.837202 32.280691 0.000000
-141.936824 30.511366 0.000000
-141.811375 30.460560 0.000000
-141.646672 30.479212 0.000000
-141.489466 30.487695 0.000000
-141.349953 30.478551 0.000000
-141.218782 30.455800 0.000000
-141.076672 30.459272 0.000000
-140.958455 30.418550 0.000000
-140.799131 30.476408 0.000000
-140.678037 30.451619 0.000000
-140.549694 30.444371 0.000000
-140.421071 30.447431 0.000000
-140.299316 30.441150 0.000000
-140.187022 30.404676 0.000000
-140.061690 30.413242 0.000000
-139.939705 30.416654 0.000000
-139.826578 30.395850 0.000000
-139.713389 30.369958 0.000000
-139.581690 30.431996 0.000000
-139.476706 30.385178 0.000000
-138.714075 34.617345 0.000000
-138.673601 34.778920 0.000000
-138.652226 34.842171 0.000000
-138.636942 34.845352 0.000000
-138.623942 34.865459 0.000000
-138.609301 34.873846 0.000000
-138.597178 34.880288 0.000000
-138.584030 34.882292 0.000000
-138.572117 34.883517 0.000000
-138.560450 34.882212 0.000000
-138.546235 34.879926 0.000000
-138.531973 34.869656 0.000000
-138.517378 34.858709 0.000000
-138.500441 34.837283 0.000000
-138.419311 34.641424 0.000000
-137.754557 32.202610 0.000000
-138.349365 34.603970 0.000000
-138.333994 34.615522 0.000000
-138.313583 34.618665 0.000000
-138.291363 34.613628 0.000000
-138.077117 34.268056 0.000000
-138.048536 34.272042 0.000000
-138.014870 34.270008 0.000000
-137.476180 33.504189 0.000000
-137.473134 33.598483 0.000000
-137.470227 33.683148 0.000000
-137.468232 33.764615 0.000000
-137.461174 33.835700 0.000000
-137.456959 33.902926 0.000000
-137.452232 33.968318 0.000000
-137.451283 34.033236 0.000000
-137.445663 34.091572 0.000000
-137.441643 34.147457 0.000000
-137.439018 34.200903 0.000000
-137.436927 34.256453 0.000000
-137.613158 34.485056 0.000000
-137.828846 35.072123 0.000000
-137.924831 35.141094 0.000000
-137.868494 35.133534 0.000000
-137.856600 35.148943 0.000000
-137.808536 35.168944 0.000000
-137.394331 35.041420 0.000000
-137.391159 35.071174 0.000000
-137.387840 35.100257 0.000000
-137.386334 35.129944 0.000000
-137.383029 35.159288 0.000000
-137.384584 35.187034 0.000000
-137.380979 35.215585 0.000000
-137.378804 35.242564 0.000000
-137.378173 35.271724 0.000000
-137.373340 35.299552 0.000000
-137.373151 35.327546 0.000000
-137.370326 35.355583 0.000000
-137.369917 35.383095 0.000000
-137.366109 35.410813 0.000000
-137.366924 35.438010 0.000000
-137.365077 35.464869 0.000000
-137.361601 35.492914 0.000000
-137.356326 35.522305 0.000000
-137.356774 35.549123 0.000000
-137.354816 35.578697 0.000000
-137.352725 35.607828 0.000000
-137.349619 35.635971 0.000000
-137.352928 35.664026 0.000000
-137.410900 35.683067 0.000000
-137.408630 35.712313 0.000000
-137.406670 35.740143 0.000000
-137.341461 35.785699 0.000000
-137.340673 35.816209 0.000000
-137.336473 35.847082 0.000000
-137.339171 35.876987 0.000000
-137.335220 35.911617 0.000000
-137.516284 35.875795 0.000000
-137.533952 35.897977 0.000000
-137.547592 35.921226 0.000000
-137.553232 35.946009 0.000000
-137.576821 35.965259 0.000000
-137.576948 35.993815 0.000000
-137.583194 36.018878 0.000000
-137.593556 36.044477 0.000000
-137.598217 36.071541 0.000000
-137.598031 36.103457 0.000000
-137.605066 36.129386 0.000000
-137.304853 36.456770 0.000000
