x y z
-243.629036 -11.072635 0.000000
-243.667560 -11.090607 0.000000
-243.705960 -11.122607 0.000000
-243.774406 -11.168052 0.000000
-243.805868 -11.186211 0.000000
-243.837451 -11.198766 0.000000
-243.932582 -11.626352 0.000000
-243.951099 -11.639709 0.000000
-243.969979 -11.657755 0.000000
-243.989087 -11.662493 0.000000
-244.008240 -11.672207 0.000000
-244.021289 -11.721197 0.000000
-244.040987 -11.700623 0.000000
-244.036814 -11.862713 0.000000
-244.051029 -11.874016 0.000000
-244.062676 -11.879782 0.000000
-244.075471 -11.892001 0.000000
-244.089429 -11.898965 0.000000
-244.100623 -11.903938 0.000000
-244.163204 -11.795215 0.000000
-244.182542 -11.788440 0.000000
-244.195042 -11.802158 0.000000
-244.206380 -11.821471 0.000000
-244.222931 -11.826341 0.000000
-244.235102 -11.835125 0.000000
-244.248811 -11.844153 0.000000
-244.264082 -11.852146 0.000000
-244.278301 -11.862875 0.000000
-244.289996 -11.871763 0.000000
-244.304822 -11.878796 0.000000
-244.315909 -11.893664 0.000000
-244.331234 -11.901336 0.000000
-244.345274 -11.911342 0.000000
-244.359664 -11.916203 0.000000
-244.382028 -11.913685 0.000000
-245.470970 -10.589754 0.000000
-245.503569 -10.637447 0.000000
-245.544252 -10.674959 0.000000
-245.592425 -10.701354 0.000000
-245.644273 -10.727693 0.000000
-245.680778 -10.768382 0.000000
-245.730958 -10.796908 0.000000
-245.783058 -10.823794 0.000000
-245.823071 -10.864148 0.000000
-245.870008 -10.897232 0.000000
-245.915227 -10.932524 0.000000
-245.957854 -10.971394 0.000000
-246.017799 -10.999255 0.000000
-246.067430 -11.034245 0.000000
-246.112134 -11.073572 0.000000
-246.171163 -11.105653 0.000000
-246.171470 -11.175048 0.000000
-246.277931 -11.180484 0.000000
-246.333498 -11.218409 0.000000
-246.387515 -11.257818 0.000000
-246.455361 -11.293769 0.000000
-246.503440 -11.340880 0.000000
-246.582115 -11.375335 0.000000
-246.636289 -11.421512 0.000000
-246.684922 -11.473882 0.000000
-246.774795 -11.512347 0.000000
-246.844767 -11.559758 0.000000
-246.913772 -11.609855 0.000000
-246.989930 -11.659455 0.000000
-247.278624 -11.659126 0.000000
-247.382284 -11.712792 0.000000
-247.451028 -11.779624 0.000000
-247.547394 -11.841830 0.000000
-247.738550 -11.979698 0.000000
-247.794525 -12.059908 0.000000
-247.830624 -12.144037 0.000000
-247.839120 -12.230281 0.000000
-248.395774 -12.289218 0.000000
-248.333701 -12.389720 0.000000
