x y z
-131.081754 36.770841 0.000000
-131.123396 36.780340 0.000000
-131.168780 36.786084 0.000000
-131.211808 36.789471 0.000000
-131.252595 36.795656 0.000000
-131.289862 36.801066 0.000000
-131.326001 36.806178 0.000000
-131.676030 36.547705 0.000000
-131.698758 36.550836 0.000000
-131.724316 36.548643 0.000000
-131.743346 36.554472 0.000000
-131.763942 36.558749 0.000000
-131.787067 36.560565 0.000000
-131.807292 36.562627 0.000000
-131.927945 36.433768 0.000000
-131.943633 36.436345 0.000000
-131.956489 36.440179 0.000000
-131.975264 36.439324 0.000000
-131.989595 36.437383 0.000000
-132.168478 36.096503 0.000000
-131.962747 36.568820 0.000000
-131.976498 36.575793 0.000000
-131.994093 36.581934 0.000000
-132.014531 36.571427 0.000000
-132.045360 36.583852 0.000000
-132.062149 36.588807 0.000000
-132.078467 36.589640 0.000000
-132.093658 36.590390 0.000000
-132.109516 36.592477 0.000000
-132.127756 36.595857 0.000000
-132.144097 36.591192 0.000000
-132.160367 36.594990 0.000000
-132.177574 36.598240 0.000000
-132.193383 36.602733 0.000000
-132.207835 36.613818 0.000000
-132.180177 38.317078 0.000000
-132.235498 38.318855 0.000000
-132.290913 38.321630 0.000000
-132.345418 38.330447 0.000000
-132.400592 38.342038 0.000000
-132.455278 38.332400 0.000000
-132.512028 38.343671 0.000000
-132.567275 38.342809 0.000000
-132.625197 38.352959 0.000000
-132.682773 38.356329 0.000000
-132.741712 38.359938 0.000000
-132.799649 38.359124 0.000000
-132.863895 38.378627 0.000000
-132.923799 38.381654 0.000000
-132.984609 38.382327 0.000000
-133.049143 38.389640 0.000000
-133.093367 38.336705 0.000000
-133.179532 38.405706 0.000000
-133.248298 38.413361 0.000000
-133.310763 38.406182 0.000000
-133.389553 38.433521 0.000000
-133.458370 38.430377 0.000000
-133.531651 38.435147 0.000000
-133.612201 38.450042 0.000000
-133.682743 38.445718 0.000000
-133.775662 38.471879 0.000000
-133.859909 38.482855 0.000000
-133.947734 38.491907 0.000000
-134.052826 38.523366 0.000000
-134.272007 38.709299 0.000000
-134.369542 38.710980 0.000000
-134.473062 38.716007 0.000000
-134.592709 38.732768 0.000000
-134.821435 38.741111 0.000000
-134.904609 38.706755 0.000000
-134.984471 38.663989 0.000000
-135.050126 38.605809 0.000000
-135.514620 38.921686 0.000000
-135.510832 38.784403 0.000000
-135.668385 38.789994 0.000000
-135.681157 38.670691 0.000000
-135.657494 38.525291 0.000000
-135.679786 38.421465 0.000000
-135.686914 38.309320 0.000000
-135.689526 38.197309 0.000000
-135.710101 38.098709 0.000000
-135.737015 38.007191 0.000000
-135.736500 37.901034 0.000000
