#RPLIDAR SCAN DATA
#COUNT=497
#Angule	Distance	Quality
354.1553 573.0 188
354.7321 572.0 188
355.4517 571.0 188
356.4020 571.0 188
356.8744 570.0 188
357.6984 568.0 188
358.2916 570.0 188
359.1211 570.0 188
359.8407 569.0 188
0.4175 570.0 188
1.1371 569.0 188
1.8402 571.0 188
2.8125 572.0 188
3.3893 571.0 188
4.1089 571.0 188
4.6857 573.0 188
5.4053 572.0 188
6.1084 574.0 188
6.9489 575.0 188
7.6520 576.0 188
8.2452 577.0 188
8.9484 578.0 188
9.7943 579.0 188
10.4974 580.0 188
11.2170 582.0 188
11.7938 584.0 188
12.6398 585.0 188
13.2166 586.0 188
14.0625 590.0 188
14.5129 591.0 188
15.3589 592.0 188
15.9357 594.0 188
16.6553 597.0 188
17.3584 600.0 188
18.1989 602.0 188
19.0283 604.0 188
19.4952 608.0 188
20.1984 609.0 188
20.9180 612.0 188
21.6211 617.0 188
22.3407 622.0 188
23.0603 628.0 188
23.6371 666.0 188
24.4830 647.0 188
25.2026 629.0 188
26.0266 613.0 188
26.7462 597.0 188
27.5922 581.0 188
28.2953 569.0 188
29.0149 556.0 188
29.7290 543.0 188
30.5585 532.0 188
31.4044 520.0 188
32.2449 510.0 188
33.0743 500.0 188
33.7939 491.0 188
34.3872 482.0 188
35.2167 472.0 188
35.9363 463.0 188
36.9031 456.0 188
37.3590 449.0 188
38.4521 441.0 188
39.1718 434.0 188
39.8749 428.0 188
40.7153 421.0 188
41.3086 415.0 188
42.1381 409.0 188
42.9840 404.0 188
43.5773 398.0 188
44.5276 393.0 188
45.2472 388.0 188
46.0767 383.0 188
46.9171 379.0 188
47.3895 374.0 188
48.4662 369.0 188
48.9331 365.0 188
49.9054 361.0 188
50.3558 358.0 188
51.0754 354.0 188
51.9049 350.0 188
53.1244 347.0 188
53.7177 344.0 188
54.1681 340.0 188
55.3876 337.0 188
55.8545 334.0 188
56.4368 331.0 188
57.2772 329.0 188
57.9803 326.0 188
58.9526 323.0 188
59.9194 321.0 188
60.1227 318.0 188
60.9686 316.0 188
62.0618 313.0 188
62.3859 311.0 188
63.3582 309.0 188
64.1821 308.0 188
64.5282 306.0 188
65.8740 304.0 188
66.1981 302.0 188
67.0441 300.0 188
68.1372 298.0 188
68.9667 297.0 188
69.5599 296.0 188
70.5103 294.0 188
71.1090 293.0 188
72.0593 292.0 188
72.2791 290.0 188
72.7295 290.0 188
73.4491 289.0 188
75.0311 287.0 188
75.2454 285.0 188
76.4484 279.0 188
76.2946 280.0 188
77.8436 283.0 188
78.9203 272.0 188
80.0134 263.0 188
81.2329 262.0 188
81.3098 261.0 188
82.0294 260.0 188
83.6060 260.0 188
83.4521 259.0 188
84.4025 260.0 188
85.7483 260.0 188
85.8252 260.0 188
86.0449 259.0 188
87.1216 259.0 188
87.5885 259.0 188
88.0444 259.0 188
89.2639 259.0 188
89.8407 259.0 188
90.6866 259.0 188
92.1533 259.0 188
92.8564 259.0 188
93.3234 259.0 188
93.6530 259.0 188
94.2462 260.0 188
95.4657 260.0 188
96.4215 260.0 188
96.7621 261.0 188
97.6080 261.0 188
97.6849 261.0 188
98.2782 262.0 188
99.9976 263.0 188
100.3271 264.0 188
100.2942 265.0 188
101.6400 265.0 188
101.4642 266.0 188
102.3102 269.0 188
103.1561 277.0 188
105.0623 495.0 188
105.5127 497.0 188
106.2323 499.0 188
106.9519 500.0 188
107.6550 502.0 188
108.2483 504.0 188
109.2151 507.0 188
109.6710 509.0 188
110.5115 512.0 188
111.1047 514.0 188
111.9342 517.0 188
112.5275 520.0 188
113.3569 522.0 188
113.9502 525.0 188
114.7797 528.0 188
115.4993 531.0 188
116.2134 535.0 188
116.9165 537.0 188
117.3889 542.0 188
118.2184 546.0 188
118.8116 549.0 188
119.7784 553.0 188
120.2344 557.0 188
120.9485 561.0 188
121.7780 565.0 188
122.2449 570.0 188
123.0908 575.0 188
123.6676 579.0 188
124.5135 584.0 188
125.0903 590.0 188
125.8099 596.0 188
126.5295 601.0 188
127.1063 606.0 188
127.8259 612.0 188
128.4027 618.0 188
129.1223 625.0 188
130.0891 631.0 188
130.5450 638.0 188
131.2646 646.0 188
132.9346 614.0 188
133.5278 658.0 188
134.1046 655.0 188
134.8242 663.0 188
135.4010 692.0 188
136.1206 700.0 188
136.8237 706.0 188
137.5433 717.0 188
138.1201 726.0 188
138.9661 737.0 188
139.4165 747.0 188
140.1361 759.0 188
140.9656 771.0 188
141.6852 784.0 188
142.2620 796.0 188
142.8552 809.0 188
143.6847 823.0 188
144.4043 837.0 188
145.1074 853.0 188
145.5743 870.0 188
146.4038 885.0 188
146.9971 902.0 188
147.8265 920.0 188
148.4198 942.0 188
149.1229 962.0 188
149.7162 984.0 188
150.4193 1004.0 188
151.1389 1026.0 188
151.7157 1054.0 188
152.4353 1081.0 188
153.1384 1109.0 188
153.7317 1138.0 188
154.5612 1167.0 188
155.2808 1200.0 188
155.8575 1236.0 188
156.5771 1272.0 188
157.2803 1310.0 188
157.8735 1351.0 188
158.5767 1394.0 188
159.1699 1440.0 188
159.9994 1492.0 188
160.5927 1552.0 188
161.2958 1591.0 188
161.8890 1659.0 188
162.5922 1717.0 188
163.3118 1769.0 188
164.0149 1762.0 188
164.7290 1754.0 188
165.4321 1751.0 188
166.1517 1747.0 188
166.8713 1736.0 188
167.5745 1732.0 188
168.2941 1732.0 188
168.9972 1727.0 188
169.7168 1717.0 188
170.4199 1665.0 188
171.1395 1823.0 188
171.8427 1821.0 188
172.5623 1813.0 188
173.2654 1814.0 188
173.9795 1813.0 188
174.6826 1809.0 188
175.4022 1806.0 188
176.1053 1805.0 188
176.8250 1804.0 188
177.5446 1804.0 188
178.2477 1801.0 188
178.9673 1804.0 188
179.6704 1804.0 188
180.3900 1802.0 188
181.1041 1807.0 188
181.8073 1808.0 188
182.5269 1806.0 188
183.2465 1805.0 188
183.9496 1807.0 188
184.6692 1815.0 188
185.3723 1818.0 188
186.0919 1819.0 188
186.8115 1822.0 188
187.5146 1830.0 188
188.2343 1836.0 188
188.9484 1836.0 188
189.6515 1839.0 188
190.3711 1843.0 188
191.0742 1848.0 188
191.7938 1857.0 188
192.5134 1861.0 188
193.2166 1865.0 188
193.9362 1870.0 188
194.5294 1873.0 188
195.3589 1885.0 188
196.0730 1895.0 188
196.7761 1901.0 188
197.3749 1907.0 188
198.2153 1912.0 188
198.7921 1925.0 188
199.6381 1932.0 188
200.2313 1944.0 188
200.9344 1951.0 188
201.6541 1963.0 188
202.3572 1972.0 188
203.0768 1987.0 188
203.7964 1996.0 188
204.4995 2009.0 188
205.2136 2017.0 188
205.9332 2028.0 188
206.6364 2045.0 188
207.3560 2061.0 188
208.0591 2071.0 188
208.7787 2089.0 188
209.4983 2107.0 188
210.2014 2119.0 188
210.9210 2130.0 188
211.6406 2155.0 188
212.3438 2170.0 188
213.0579 2172.0 188
213.7610 2118.0 188
214.4806 2087.0 188
215.2002 2047.0 188
215.9033 2007.0 188
216.6229 1983.0 188
217.4634 1956.0 188
218.0457 1922.0 188
218.8861 1891.0 188
219.5892 1866.0 188
220.3088 1854.0 188
221.0284 1822.0 188
221.7316 1798.0 188
222.4512 1766.0 188
223.1708 1741.0 188
223.8739 1726.0 188
224.5935 1701.0 188
225.4175 1681.0 188
226.0107 1661.0 188
226.7139 1639.0 188
227.5598 1625.0 188
228.2629 1604.0 188
228.9825 1581.0 188
229.7021 1570.0 188
230.4053 1550.0 188
231.1249 1540.0 188
231.8280 1519.0 188
232.5421 1505.0 188
233.2452 1491.0 188
233.9648 1476.0 188
234.8108 1460.0 188
235.5139 1451.0 188
236.1072 1435.0 188
236.8103 1427.0 188
237.6562 1410.0 188
238.3594 1399.0 188
239.0735 1390.0 188
239.7766 1376.0 188
240.4962 1370.0 188
241.2158 1356.0 188
241.9189 1349.0 188
242.6385 1337.0 188
243.3417 1330.0 188
244.0613 1321.0 188
244.7644 1312.0 188
245.4840 1307.0 188
246.1981 1300.0 188
246.9012 1291.0 188
247.7472 1282.0 188
248.4503 1277.0 188
249.0436 1266.0 188
249.8895 1262.0 188
250.5927 1259.0 188
251.3123 1252.0 188
252.0264 1245.0 188
252.7295 1241.0 188
253.4491 1237.0 188
254.1687 1232.0 188
254.8718 1227.0 188
255.5914 1222.0 188
256.3110 1218.0 188
257.0142 1215.0 188
257.7338 1214.0 188
258.4479 1210.0 188
259.1510 1203.0 188
259.8706 1200.0 188
260.5902 1199.0 188
261.2933 1197.0 188
262.0129 1194.0 188
262.7325 1193.0 188
263.4357 1186.0 188
264.1553 1185.0 188
264.8749 1182.0 188
265.5780 1182.0 188
266.2921 1181.0 188
267.0117 1180.0 188
267.7148 1180.0 188
268.4344 1179.0 188
269.1541 1178.0 188
269.8572 1179.0 188
270.5768 1175.0 188
271.2799 1175.0 188
271.9995 1178.0 188
272.7026 1177.0 188
273.5431 1179.0 188
274.1199 1180.0 188
274.8395 1180.0 188
275.6854 1182.0 188
276.2622 1184.0 188
276.9818 1184.0 188
277.6849 1191.0 188
278.4045 1191.0 188
279.1077 1195.0 188
279.9481 1196.0 188
280.5469 1198.0 188
281.2500 1197.0 188
281.9641 1195.0 188
282.6672 1189.0 188
283.3868 1179.0 188
284.2163 1179.0 188
284.9359 1172.0 188
285.6390 1171.0 188
286.2323 1168.0 188
286.9519 1164.0 188
287.6550 1160.0 188
288.4955 1156.0 188
289.0778 1152.0 188
289.7919 1149.0 188
290.6213 1147.0 188
291.2146 1147.0 188
292.0605 1142.0 188
292.7637 1143.0 188
293.4833 1138.0 188
294.2029 1136.0 188
294.7961 1135.0 188
295.6366 1133.0 188
296.2299 1135.0 188
297.0593 1133.0 188
297.7789 1132.0 188
298.3722 1132.0 188
299.2181 1132.0 188
299.8114 1132.0 188
300.6519 1130.0 188
301.2341 1136.0 188
302.0746 1103.0 188
302.7942 1078.0 188
303.5138 1055.0 188
304.3542 1032.0 188
305.0739 1015.0 188
305.7935 996.0 188
306.4966 976.0 188
307.2162 961.0 188
308.0621 942.0 188
308.7762 925.0 188
309.4958 909.0 188
310.2155 892.0 188
311.0449 878.0 188
311.7645 866.0 188
312.6050 853.0 188
313.1982 838.0 188
314.0442 827.0 188
314.7638 815.0 188
315.6042 804.0 188
316.1865 793.0 188
317.0270 784.0 188
317.6202 774.0 188
318.4497 765.0 188
319.1693 754.0 188
319.8889 746.0 188
320.7294 736.0 188
321.3116 729.0 188
322.1521 721.0 188
322.7454 713.0 188
323.4485 705.0 188
324.4208 698.0 188
325.0140 690.0 188
325.7336 685.0 188
326.5576 678.0 188
327.2772 671.0 188
327.8705 668.0 188
328.7000 675.0 188
329.5459 663.0 188
330.2655 657.0 188
330.8588 651.0 188
331.6827 646.0 188
332.4023 641.0 188
333.1219 637.0 188
333.6987 632.0 188
334.5447 629.0 188
335.1379 625.0 188
336.1047 622.0 188
336.8079 619.0 188
337.2803 615.0 188
338.2471 611.0 188
338.9667 609.0 188
339.5435 606.0 188
340.2466 604.0 188
340.9662 600.0 188
341.6693 599.0 188
342.5153 596.0 188
343.9215 591.0 188
344.7620 592.0 188
345.3387 588.0 188
346.0583 586.0 188
346.8878 584.0 188
347.5909 583.0 188
348.1842 582.0 188
348.8873 580.0 188
349.6069 578.0 188
350.4364 578.0 188
351.1395 577.0 188
351.9800 574.0 188
352.5623 574.0 188
353.1555 574.0 188
