#RPLIDAR SCAN DATA
#COUNT=500
#Angule	Distance	Quality
353.8422 571.0 188
354.5453 572.0 188
355.2649 572.0 188
355.9680 569.0 188
356.5613 570.0 188
357.2644 570.0 188
357.9840 569.0 188
358.8080 570.0 188
359.5276 570.0 188
0.2307 570.0 188
0.9503 570.0 188
1.7798 570.0 188
2.3730 572.0 188
2.9498 570.0 188
3.7958 571.0 188
4.3726 572.0 188
5.2185 572.0 188
5.7953 573.0 188
6.5149 574.0 188
7.2180 575.0 188
7.9321 576.0 188
8.7616 578.0 188
9.4812 578.0 188
10.1843 580.0 188
10.9039 581.0 188
11.6071 582.0 188
12.2003 585.0 188
12.9034 586.0 188
13.7494 588.0 188
14.3427 589.0 188
15.1666 592.0 188
15.8862 593.0 188
16.3422 596.0 188
17.3090 599.0 188
17.8857 601.0 188
18.6053 604.0 188
19.3085 606.0 188
20.0281 608.0 188
20.7312 611.0 188
21.3245 615.0 188
22.1539 621.0 188
22.8735 625.0 188
23.3240 659.0 188
24.0436 655.0 188
24.8895 636.0 188
25.5927 619.0 188
26.4331 603.0 188
27.0154 589.0 188
27.9822 575.0 188
28.7018 561.0 188
29.5312 549.0 188
30.3717 537.0 188
31.2177 526.0 188
31.7944 515.0 188
32.7612 504.0 188
33.2336 494.0 188
34.1840 485.0 188
35.0299 476.0 188
35.6232 468.0 188
36.3263 460.0 188
37.1667 452.0 188
37.8864 444.0 188
38.9685 437.0 188
39.5618 430.0 188
40.4022 424.0 188
40.8582 417.0 188
41.6986 412.0 188
42.4182 406.0 188
43.1213 401.0 188
44.2145 395.0 188
44.8077 390.0 188
45.7635 385.0 188
46.2305 380.0 188
47.2028 376.0 188
48.1531 372.0 188
48.6200 367.0 188
49.2188 363.0 188
50.2954 360.0 188
50.7623 356.0 188
51.8390 352.0 188
52.4323 349.0 188
53.2617 345.0 188
54.1077 342.0 188
54.9481 339.0 188
55.7776 336.0 188
56.6235 333.0 188
56.8268 330.0 188
57.5464 327.0 188
58.5132 325.0 188
59.5898 322.0 188
60.3094 319.0 188
60.6390 317.0 188
61.8585 314.0 188
61.9519 312.0 188
63.1549 310.0 188
63.6218 308.0 188
64.5776 306.0 188
64.9182 305.0 188
66.5112 303.0 188
66.3409 301.0 188
67.5604 299.0 188
68.0109 298.0 188
69.2303 296.0 188
69.8236 295.0 188
70.9058 293.0 188
71.2463 292.0 188
72.0758 291.0 188
73.1689 290.0 188
73.2623 289.0 188
73.8391 288.0 188
74.5587 283.0 188
75.8881 291.0 188
76.3550 280.0 188
76.6846 281.0 188
77.5305 283.0 188
78.8544 279.0 188
79.2004 263.0 188
79.9200 263.0 188
80.6232 262.0 188
82.5897 261.0 188
82.9193 261.0 188
82.7655 261.0 188
83.4686 260.0 188
85.8087 259.0 188
85.0287 260.0 188
85.7318 259.0 188
86.4514 259.0 188
87.9016 259.0 188
89.2474 258.0 188
88.8245 259.0 188
89.5441 259.0 188
90.1208 259.0 188
91.2140 259.0 188
91.3074 259.0 188
92.5104 259.0 188
92.8564 259.0 188
