#RPLIDAR SCAN DATA
#COUNT=497
#Angule	Distance	Quality
353.8092 571.0 188
354.5288 573.0 188
355.3583 571.0 188
356.1987 570.0 188
356.7920 569.0 188
357.4951 569.0 188
358.0884 570.0 188
358.8080 570.0 188
359.5111 570.0 188
0.2307 570.0 188
1.2030 569.0 188
1.7798 570.0 188
2.3730 572.0 188
3.2135 570.0 188
3.7958 571.0 188
4.6362 571.0 188
5.2295 572.0 188
5.9326 573.0 188
6.6522 575.0 188
7.4817 576.0 188
8.0750 576.0 188
8.9209 578.0 188
9.6240 579.0 188
10.3436 580.0 188
11.0577 581.0 188
11.7609 583.0 188
12.3541 585.0 188
13.1836 587.0 188
13.7769 589.0 188
14.4965 590.0 188
15.1996 592.0 188
15.7928 595.0 188
16.5125 596.0 188
17.4683 599.0 188
18.0615 601.0 188
18.6383 604.0 188
19.3579 606.0 188
20.1984 609.0 188
20.9015 612.0 188
21.6211 617.0 188
22.3407 622.0 188
22.9175 627.0 188
23.5107 667.0 188
24.2139 650.0 188
25.0598 633.0 188
25.9058 615.0 188
26.4825 599.0 188
27.4493 584.0 188
28.1689 571.0 188
28.9984 558.0 188
29.7180 546.0 188
30.5585 534.0 188
31.2781 523.0 188
31.9977 511.0 188
32.8436 502.0 188
33.6676 492.0 188
34.3872 483.0 188
35.3540 474.0 188
35.9528 465.0 188
36.5460 457.0 188
37.6392 449.0 188
38.2159 442.0 188
39.1827 435.0 188
39.9023 428.0 188
40.7483 422.0 188
41.0889 415.0 188
41.9348 409.0 188
42.9016 404.0 188
43.7311 399.0 188
44.4507 393.0 188
45.1703 388.0 188
45.7635 384.0 188
46.7303 379.0 188
47.4500 374.0 188
48.0267 370.0 188
48.7463 366.0 188
49.9658 361.0 188
50.3119 358.0 188
51.4050 354.0 188
51.9983 350.0 188
53.0914 347.0 188
53.2947 344.0 188
54.5142 340.0 188
55.2338 337.0 188
55.5743 334.0 188
56.2939 331.0 188
57.2607 328.0 188
58.3594 326.0 188
58.9526 323.0 188
59.7931 321.0 188
60.3864 318.0 188
60.8423 316.0 188
61.9354 314.0 188
62.9022 311.0 188
63.6218 309.0 188
63.8416 308.0 188
64.9347 306.0 188
65.2808 304.0 188
66.2476 302.0 188
66.9672 300.0 188
68.1866 298.0 188
68.9062 297.0 188
69.1040 295.0 188
69.9500 294.0 188
70.4169 293.0 188
71.6364 292.0 188
72.8558 290.0 188
72.8229 290.0 188
74.1687 288.0 188
75.1355 286.0 188
75.8551 286.0 188
76.5747 279.0 188
77.0416 280.0 188
78.1238 281.0 188
78.4644 283.0 188
78.9368 267.0 188
80.5133 263.0 188
80.8594 262.0 188
81.3263 261.0 188
81.9196 260.0 188
82.9962 261.0 188
83.5895 259.0 188
84.8090 260.0 188
84.7650 260.0 188
86.3580 260.0 188
87.3248 259.0 188
87.4182 259.0 188
87.9950 259.0 188
88.3411 259.0 188
89.5605 259.0 188
91.0107 259.0 188
90.3571 259.0 188
91.9501 259.0 188
92.1698 258.0 188
92.4994 260.0 188
94.4659 259.0 188
94.4330 259.0 188
95.2625 260.0 188
95.8557 261.0 188
97.2015 261.0 188
96.9214 261.0 188
98.4979 262.0 188
98.9648 262.0 188
99.4373 264.0 188
99.9042 265.0 188
101.6071 264.0 188
101.0742 265.0 188
102.4200 265.0 188
102.7606 266.0 188
105.1556 495.0 188
105.8698 497.0 188
106.5894 499.0 188
107.4353 501.0 188
107.9022 503.0 188
108.6218 505.0 188
109.5776 506.0 188
110.0446 509.0 188
110.7642 512.0 188
111.6046 515.0 188
112.0770 518.0 188
113.0438 521.0 188
113.7634 523.0 188
114.3567 526.0 188
115.0598 530.0 188
115.5267 533.0 188
116.3727 536.0 188
117.2186 540.0 188
117.8119 544.0 188
118.5260 547.0 188
119.1248 551.0 188
119.8389 555.0 188
120.6683 559.0 188
121.2616 563.0 188
121.9812 568.0 188
122.7008 572.0 188
123.4039 576.0 188
123.9972 581.0 188
124.7168 586.0 188
125.3101 592.0 188
126.1395 597.0 188
126.7328 603.0 188
127.5732 609.0 188
128.1665 616.0 188
128.9960 621.0 188
129.5892 629.0 188
130.3088 634.0 188
130.9021 640.0 188
131.6052 649.0 188
132.3248 656.0 188
132.9181 697.0 188
134.4672 659.0 188
135.0604 686.0 188
135.7800 696.0 188
136.4996 703.0 188
137.2028 712.0 188
137.9169 722.0 188
138.5156 731.0 188
139.2297 743.0 188
139.9329 754.0 188
140.6525 767.0 188
141.2457 778.0 188
141.9653 790.0 188
142.6685 804.0 188
143.3881 817.0 188
143.9813 832.0 188
144.7009 846.0 188
145.4041 862.0 188
146.1237 879.0 188
146.7169 896.0 188
147.5574 915.0 188
148.1396 934.0 188
148.8593 955.0 188
149.4525 974.0 188
150.1666 997.0 188
150.8698 1021.0 188
151.4685 1044.0 188
152.1826 1071.0 188
152.9022 1097.0 188
153.6053 1126.0 188
154.1986 1155.0 188
155.0446 1190.0 188
155.6378 1221.0 188
156.3409 1261.0 188
156.9342 1299.0 188
157.6538 1339.0 188
158.3734 1379.0 188
159.0765 1427.0 188
159.7961 1473.0 188
160.3894 1506.0 188
161.1090 1609.0 188
161.6858 1635.0 188
162.4054 1699.0 188
163.1250 1760.0 188
163.8391 1765.0 188
164.5422 1763.0 188
165.2618 1751.0 188
165.9814 1742.0 188
166.7010 1744.0 188
167.4042 1734.0 188
168.1238 1733.0 188
168.8434 1728.0 188
169.5575 1724.0 188
170.2771 1796.0 188
170.9802 1821.0 188
171.6998 1821.0 188
172.4194 1816.0 188
173.1390 1809.0 188
173.8422 1816.0 188
174.5618 1806.0 188
175.2759 1807.0 188
175.9955 1807.0 188
176.7151 1805.0 188
177.4182 1806.0 188
178.1378 1802.0 188
178.8574 1802.0 188
179.5770 1797.0 188
180.2802 1794.0 188
180.9998 1804.0 188
181.7139 1807.0 188
182.4335 1806.0 188
183.1531 1804.0 188
183.8562 1816.0 188
184.5758 1817.0 188
185.2954 1819.0 188
186.0150 1822.0 188
186.7291 1823.0 188
187.4323 1831.0 188
188.1519 1837.0 188
188.8715 1837.0 188
189.5911 1842.0 188
190.3107 1842.0 188
191.0138 1846.0 188
191.7334 1856.0 188
192.3267 1863.0 188
193.1671 1866.0 188
193.8867 1870.0 188
194.5898 1873.0 188
195.1831 1878.0 188
196.0291 1887.0 188
196.7487 1901.0 188
197.3419 1907.0 188
198.0615 1913.0 188
198.8855 1925.0 188
199.6051 1931.0 188
200.1984 1942.0 188
201.0443 1950.0 188
201.6376 1964.0 188
202.3407 1971.0 188
203.0603 1986.0 188
203.7799 1996.0 188
204.4995 2003.0 188
205.2136 2018.0 188
205.9167 2027.0 188
206.6364 2050.0 188
207.3560 2065.0 188
208.0756 2072.0 188
208.7952 2083.0 188
209.5148 2106.0 188
210.2179 2121.0 188
210.9375 2132.0 188
211.6516 2156.0 188
212.3547 2163.0 188
213.0743 2170.0 188
213.7939 2118.0 188
214.5135 2086.0 188
215.2167 2047.0 188
215.9363 2013.0 188
216.6559 1975.0 188
217.3590 1948.0 188
218.0731 1914.0 188
218.7927 1890.0 188
219.6387 1863.0 188
220.3418 1853.0 188
221.0614 1821.0 188
221.7810 1796.0 188
222.4841 1767.0 188
223.1982 1742.0 188
223.9178 1725.0 188
224.6375 1700.0 188
225.4669 1680.0 188
226.0602 1660.0 188
226.7798 1638.0 188
227.6093 1625.0 188
228.2025 1604.0 188
229.0430 1585.0 188
229.7626 1570.0 188
230.4657 1553.0 188
231.1853 1545.0 188
231.9049 1518.0 188
232.6245 1504.0 188
233.3276 1491.0 188
234.0417 1475.0 188
234.7614 1460.0 188
235.5908 1450.0 188
236.3104 1435.0 188
236.9037 1425.0 188
237.7332 1409.0 188
238.4528 1397.0 188
239.1669 1386.0 188
239.8700 1375.0 188
240.5896 1368.0 188
241.3092 1359.0 188
242.0123 1349.0 188
242.7319 1336.0 188
243.4515 1330.0 188
244.1711 1324.0 188
244.8743 1311.0 188
245.7147 1308.0 188
246.3080 1298.0 188
247.0111 1290.0 188
247.7307 1281.0 188
248.4503 1277.0 188
249.1534 1266.0 188
249.9994 1263.0 188
250.7135 1259.0 188
251.4166 1252.0 188
252.1362 1244.0 188
252.8558 1240.0 188
253.5590 1239.0 188
254.2786 1230.0 188
254.9982 1226.0 188
255.7178 1222.0 188
256.4209 1217.0 188
257.1405 1214.0 188
257.8546 1209.0 188
258.5577 1207.0 188
259.2773 1203.0 188
259.9969 1199.0 188
260.7166 1199.0 188
261.4197 1197.0 188
262.2656 1194.0 188
262.8589 1189.0 188
263.5620 1186.0 188
264.2761 1184.0 188
265.1221 1183.0 188
265.7153 1181.0 188
266.4185 1179.0 188
267.1381 1180.0 188
267.9840 1179.0 188
268.6871 1179.0 188
269.2804 1177.0 188
270.0000 1178.0 188
270.7141 1178.0 188
271.4172 1178.0 188
272.1368 1179.0 188
272.8564 1178.0 188
273.5596 1179.0 188
274.2792 1181.0 188
275.1196 1182.0 188
275.8392 1185.0 188
276.4215 1184.0 188
277.1356 1184.0 188
277.8552 1189.0 188
278.5748 1191.0 188
279.2780 1195.0 188
279.9976 1197.0 188
280.7172 1198.0 188
281.4368 1201.0 188
282.1509 1190.0 188
282.8705 1186.0 188
283.5736 1181.0 188
284.2932 1176.0 188
285.1392 1172.0 188
285.7324 1169.0 188
286.4520 1166.0 188
287.2925 1161.0 188
287.8748 1160.0 188
288.5889 1156.0 188
289.3085 1154.0 188
290.1544 1149.0 188
290.8740 1148.0 188
291.5936 1145.0 188
292.3077 1144.0 188
293.0109 1143.0 188
293.7305 1137.0 188
294.3237 1136.0 188
295.0433 1137.0 188
295.7629 1135.0 188
296.6089 1134.0 188
297.3120 1134.0 188
298.0261 1133.0 188
298.7457 1132.0 188
299.4653 1131.0 188
300.0586 1131.0 188
300.9045 1131.0 188
301.4978 1118.0 188
302.3273 1096.0 188
303.0469 1070.0 188
303.8873 1051.0 188
304.6069 1027.0 188
305.3265 1008.0 188
306.1560 989.0 188
306.7493 972.0 188
307.4634 954.0 188
308.3093 935.0 188
309.0289 920.0 188
309.7321 904.0 188
310.5780 887.0 188
311.2921 875.0 188
312.0117 861.0 188
312.7313 848.0 188
313.4509 835.0 188
314.2804 822.0 188
314.8737 812.0 188
315.7141 801.0 188
316.4337 790.0 188
317.1533 779.0 188
317.8564 770.0 188
318.7024 761.0 188
319.5428 752.0 188
320.2625 741.0 188
320.8557 734.0 188
321.6852 726.0 188
322.4048 718.0 188
323.1244 709.0 188
323.8385 704.0 188
324.4373 695.0 188
325.2777 688.0 188
326.1072 682.0 188
326.8268 674.0 188
327.6672 669.0 188
328.3704 670.0 188
328.9636 678.0 188
329.8096 660.0 188
330.3864 653.0 188
331.2323 648.0 188
331.9519 643.0 188
332.6550 639.0 188
333.4955 635.0 188
334.0887 632.0 188
334.9182 627.0 188
335.6378 623.0 188
336.2311 620.0 188
336.8243 617.0 188
337.6538 613.0 188
338.3734 610.0 188
339.2139 608.0 188
340.0433 605.0 188
340.6366 601.0 188
341.3562 599.0 188
342.0593 597.0 188
342.7789 597.0 188
