#RPLIDAR SCAN DATA
#COUNT=495
#Angule	Distance	Quality
352.7325 1691.0 188
353.4521 1742.0 188
354.1718 1768.0 188
354.8859 1793.0 188
355.6055 1833.0 188
356.3251 1859.0 188
357.0447 1888.0 188
357.7643 1924.0 188
358.4839 1964.0 188
359.0771 2002.0 188
359.7968 2024.0 188
0.5109 2069.0 188
1.2305 2055.0 188
1.9501 2049.0 188
2.6697 2056.0 188
3.3893 2048.0 188
4.1089 2058.0 188
4.8230 2058.0 188
5.5426 2052.0 188
6.2622 2059.0 188
6.9818 2052.0 188
7.7014 2055.0 188
8.4210 2056.0 188
9.1406 2064.0 188
9.8547 2066.0 188
10.5743 2066.0 188
11.2939 2069.0 188
12.0135 2079.0 188
12.7332 2082.0 188
13.4528 2084.0 188
14.1669 2087.0 188
14.8865 2091.0 188
15.6061 2095.0 188
16.3257 2099.0 188
17.0453 2114.0 188
17.7649 2108.0 188
18.4790 2118.0 188
19.1986 2135.0 188
19.9182 2139.0 188
20.6378 2148.0 188
21.3739 2155.0 188
22.0935 2161.0 188
22.8076 2183.0 188
23.5272 2191.0 188
24.2468 2203.0 188
24.9664 2211.0 188
25.6860 2226.0 188
26.4056 2232.0 188
27.1198 2245.0 188
27.7185 2273.0 188
28.5590 2282.0 188
29.2950 2290.0 188
29.8883 2312.0 188
30.7343 2321.0 188
31.3275 2346.0 188
32.0416 2350.0 188
32.8876 2300.0 188
33.6072 2269.0 188
34.3268 2220.0 188
35.0464 2174.0 188
35.7605 2137.0 188
36.4966 2096.0 188
37.2162 2056.0 188
37.9358 2029.0 188
38.6554 1993.0 188
39.4958 1956.0 188
40.0891 1911.0 188
40.9515 1877.0 188
41.6711 1845.0 188
42.3853 1837.0 188
42.9840 1864.0 188
43.8245 1883.0 188
44.4342 1904.0 188
45.2802 1926.0 188
45.8734 1960.0 188
46.5930 1964.0 188
47.3071 1954.0 188
48.0432 1935.0 188
48.8892 1908.0 188
49.4824 1884.0 188
50.3229 1865.0 188
51.0425 1845.0 188
51.7621 1826.0 188
52.4982 1812.0 188
53.2178 1788.0 188
53.9374 1775.0 188
54.6515 1754.0 188
55.3711 1742.0 188
56.1072 1709.0 188
56.8268 1663.0 188
57.6672 1694.0 188
58.2605 1674.0 188
58.9801 1662.0 188
59.7162 1650.0 188
60.4358 1636.0 188
61.1554 1628.0 188
61.9958 1616.0 188
62.7155 1603.0 188
63.4351 1590.0 188
64.1547 1579.0 188
64.8743 1574.0 188
65.6049 1562.0 188
66.3245 1551.0 188
67.0441 1546.0 188
67.7637 1534.0 188
68.4833 1530.0 188
69.2029 1519.0 188
69.9170 1508.0 188
70.6366 1507.0 188
71.3727 1500.0 188
72.0923 1493.0 188
72.8119 1484.0 188
73.5260 1479.0 188
74.2456 1476.0 188
75.0916 1468.0 188
75.6848 1460.0 188
76.5308 1457.0 188
77.2614 1454.0 188
77.9810 1451.0 188
78.7006 1443.0 188
79.2938 1442.0 188
80.1398 1438.0 188
80.8594 1435.0 188
81.5735 1433.0 188
82.2931 1424.0 188
83.0292 1423.0 188
83.7488 1422.0 188
84.4684 1421.0 188
85.1825 1418.0 188
85.9021 1418.0 188
86.4954 1417.0 188
87.3413 1414.0 188
88.0609 1415.0 188
88.7805 1414.0 188
89.4946 1408.0 188
90.0934 1408.0 188
90.8240 1412.0 188
91.6699 1411.0 188
92.2632 1412.0 188
93.1091 1409.0 188
93.7024 1410.0 188
94.5428 1411.0 188
95.2625 1410.0 188
