x y z
1.114725 -0.803002 0.000000
1.118778 -0.774965 0.000000
1.124671 -0.747320 0.000000
1.132900 -0.720627 0.000000
1.136588 -0.692149 0.000000
1.142883 -0.664222 0.000000
1.147315 -0.636406 0.000000
1.122568 -0.580935 0.000000
1.100519 -0.555462 0.000000
1.106808 -0.525661 0.000000
1.176556 -0.490719 0.000000
1.179554 -0.460843 0.000000
1.184145 -0.430712 0.000000
1.195464 -0.399165 0.000000
1.196672 -0.368734 0.000000
1.134458 -0.352136 0.000000
1.021606 -0.350320 0.000000
1.006268 -0.328442 0.000000
0.989165 -0.304485 0.000000
0.986575 -0.278632 0.000000
0.981156 -0.253897 0.000000
0.974007 -0.227599 0.000000
0.966718 -0.201912 0.000000
0.965464 -0.175855 0.000000
0.961738 -0.146898 0.000000
0.965147 -0.116859 0.000000
1.299148 0.163333 0.000000
1.107942 0.129643 0.000000
1.016068 0.145976 0.000000
0.983856 0.160146 0.000000
0.936619 0.167279 0.000000
0.903662 0.178861 0.000000
0.867511 0.188533 0.000000
0.502847 -0.036073 0.000000
0.480498 -0.032007 0.000000
0.448754 -0.034465 0.000000
0.434742 -0.023601 0.000000
0.413600 -0.017353 0.000000
0.371680 -0.039280 0.000000
0.371174 -0.010045 0.000000
0.257523 -0.126557 0.000000
0.239898 -0.126141 0.000000
0.226209 -0.122721 0.000000
0.212433 -0.117805 0.000000
0.196546 -0.114333 0.000000
0.182506 -0.110889 0.000000
0.203551 0.022087 0.000000
0.188261 0.028146 0.000000
0.169452 0.028529 0.000000
0.154072 0.033835 0.000000
0.137202 0.037992 0.000000
0.119271 0.041306 0.000000
0.102416 0.043553 0.000000
0.087041 0.050967 0.000000
0.070639 0.052046 0.000000
0.055616 0.055511 0.000000
0.039351 0.057139 0.000000
0.021722 0.058687 0.000000
0.005866 0.063808 0.000000
-0.007985 0.070510 0.000000
0.105285 1.792399 0.000000
0.048804 1.785814 0.000000
-0.004511 1.806336 0.000000
-0.059276 1.802949 0.000000
-0.113699 1.822350 0.000000
-0.168941 1.840293 0.000000
-0.224554 1.846258 0.000000
-0.281960 1.853147 0.000000
-0.337684 1.859141 0.000000
-0.396180 1.867159 0.000000
-0.454726 1.892521 0.000000
-0.514475 1.902114 0.000000
-0.574027 1.909933 0.000000
-0.634851 1.923864 0.000000
-0.699411 1.942882 0.000000
-0.763125 1.952275 0.000000
-0.822381 1.946481 0.000000
-0.890841 1.965581 0.000000
-0.959203 1.983838 0.000000
-1.029434 2.004857 0.000000
-1.100694 2.023356 0.000000
-1.176280 2.041480 0.000000
-1.247137 2.042993 0.000000
-1.325751 2.063012 0.000000
-1.407133 2.083814 0.000000
-1.486738 2.091957 0.000000
-1.576566 2.119303 0.000000
-1.764169 2.318926 0.000000
-1.943629 2.483278 0.000000
-1.978613 2.386181 0.000000
-2.084117 2.405052 0.000000
-2.197037 2.429241 0.000000
-2.403509 2.434352 0.000000
-2.493353 2.411859 0.000000
-2.588946 2.393907 0.000000
-2.647867 2.327585 0.000000
-3.058118 2.668119 0.000000
-3.112787 2.580961 0.000000
-3.247877 2.579158 0.000000
-3.262757 2.453731 0.000000
-3.271564 2.325642 0.000000
-3.298389 2.220469 0.000000
-3.323251 2.116572 0.000000
-3.334481 2.002690 0.000000
-3.356445 1.899569 0.000000
-3.381552 1.805691 0.000000
-3.407799 1.713255 0.000000
-3.401753 1.598933 0.000000
-3.429215 1.510435 0.000000
-3.452250 1.420519 0.000000
-3.485693 1.339525 0.000000
-3.500877 1.248823 0.000000
-3.506499 1.153367 0.000000
-3.523786 1.067043 0.000000
-3.523378 0.972211 0.000000
-3.548045 0.893075 0.000000
-3.569560 0.809743 0.000000
-3.586847 0.729734 0.000000
-3.593197 0.641906 0.000000
-3.618856 0.564205 0.000000
-3.629308 0.480543 0.000000
-3.651016 0.404184 0.000000
-3.633560 0.314859 0.000000
-3.686805 0.244445 0.000000
-3.693340 0.161636 0.000000
-3.689923 0.078332 0.000000
-3.698406 -0.000842 0.000000
-3.743783 -0.074725 0.000000
-3.763146 -0.155756 0.000000
-4.127676 -0.191227 0.000000
-2.276520 -0.469657 0.000000
-2.123185 -0.531780 0.000000
-2.129061 -0.574102 0.000000
-2.133089 -0.618825 0.000000
-2.154616 -0.663120 0.000000
-2.152649 -0.708418 0.000000
-2.164454 -0.753162 0.000000
-2.169241 -0.798609 0.000000
-2.173011 -0.844310 0.000000
-2.186876 -0.892034 0.000000
-2.196398 -0.940039 0.000000
-2.210089 -0.987080 0.000000
-2.215163 -1.035844 0.000000
-2.217751 -1.085319 0.000000
-2.241016 -1.138195 0.000000
-2.241695 -1.187645 0.000000
-2.251591 -1.240165 0.000000
-2.259708 -1.293233 0.000000
-2.265502 -1.345974 0.000000
-2.285811 -1.404026 0.000000
-2.295258 -1.461852 0.000000
-2.301325 -1.518365 0.000000
-2.339788 -1.591790 0.000000
-2.408220 -1.678015 0.000000
-2.573674 -1.812789 0.000000
-3.853777 -2.501070 0.000000
-3.848458 -2.601744 0.000000
-3.870418 -2.718169 0.000000
-3.903111 -2.844581 0.000000
-4.041886 -3.041490 0.000000
-4.006143 -3.138665 0.000000
-3.896474 -3.189025 0.000000
-3.432796 -2.989908 0.000000
-3.341836 -3.032403 0.000000
-3.323007 -3.129237 0.000000
-3.234427 -3.173691 0.000000
-3.185644 -3.246518 0.000000
-3.145517 -3.330474 0.000000
-3.118066 -3.424672 0.000000
-3.004302 -3.442856 0.000000
-2.787365 -3.350882 0.000000
-2.741488 -3.423860 0.000000
-4.080429 -5.004578 0.000000
-4.004368 -5.124469 0.000000
-3.886906 -5.189854 0.000000
-3.690445 -5.153927 0.000000
-3.551321 -5.177411 0.000000
-3.413282 -5.205345 0.000000
-3.295572 -5.252746 0.000000
-3.176004 -5.295087 0.000000
-3.050332 -5.327993 0.000000
-2.881308 -5.281916 0.000000
-2.765341 -5.318129 0.000000
-2.627955 -5.315180 0.000000
-2.529247 -5.381515 0.000000
-2.407557 -5.398281 0.000000
-2.282269 -5.403113 0.000000
-2.182441 -5.469289 0.000000
-2.063898 -5.480041 0.000000
-1.957507 -5.526818 0.000000
-1.838314 -5.537982 0.000000
-1.722360 -5.545868 0.000000
-1.600020 -5.537954 0.000000
-1.490019 -5.567256 0.000000
-1.369966 -5.556761 0.000000
-0.278334 -1.420428 0.000000
-0.232770 -1.278120 0.000000
-0.215202 -1.262441 0.000000
-0.199692 -1.247137 0.000000
-0.183888 -1.240092 0.000000
-0.170624 -1.229959 0.000000
-0.155961 -1.224632 0.000000
-0.143237 -1.218135 0.000000
-0.132779 -1.213835 0.000000
-0.118477 -1.209540 0.000000
-0.108552 -1.208537 0.000000
-0.096238 -1.208221 0.000000
-0.082387 -1.208254 0.000000
-0.071323 -1.209737 0.000000
-0.057547 -1.212681 0.000000
-0.045331 -1.218062 0.000000
-0.033609 -1.228112 0.000000
0.184240 -2.001521 0.000000
0.188562 -1.886677 0.000000
0.217447 -1.887676 0.000000
0.246515 -1.890347 0.000000
0.277193 -1.887413 0.000000
0.309037 -1.896322 0.000000
0.749131 -2.744175 0.000000
0.765655 -2.657668 0.000000
0.779284 -2.571247 0.000000
0.793024 -2.493554 0.000000
0.807151 -2.423766 0.000000
0.819426 -2.352407 0.000000
0.835666 -2.286746 0.000000
0.847563 -2.227115 0.000000
0.859496 -2.168425 0.000000
0.866775 -2.108101 0.000000
0.876986 -2.055314 0.000000
0.887973 -2.005521 0.000000
0.895906 -1.955732 0.000000
0.609195 -1.121259 0.000000
