x y z
-2.441923 -5.605864 0.000000
-2.455653 -5.426118 0.000000
-2.444881 -5.327493 0.000000
-2.447858 -5.210583 0.000000
-2.400094 -5.219331 0.000000
-2.403423 -5.120107 0.000000
-2.402603 -5.034744 0.000000
-2.404889 -4.952457 0.000000
-2.404884 -4.882750 0.000000
-2.408745 -4.811734 0.000000
-2.407725 -4.754397 0.000000
-2.409557 -4.694690 0.000000
-2.410868 -4.642204 0.000000
-2.411093 -4.596125 0.000000
-2.412258 -4.547353 0.000000
-2.415241 -4.502691 0.000000
-2.415967 -4.463163 0.000000
-2.416624 -4.425431 0.000000
-2.417097 -4.389076 0.000000
-2.418948 -4.354301 0.000000
-2.420414 -4.321557 0.000000
-2.421924 -4.290270 0.000000
-2.421343 -4.259889 0.000000
-2.423879 -4.231634 0.000000
-2.424203 -4.202113 0.000000
-2.426229 -4.176472 0.000000
-2.427660 -4.151351 0.000000
-2.427557 -4.127562 0.000000
-2.427352 -4.104568 0.000000
-2.426998 -4.081833 0.000000
-2.427194 -4.060625 0.000000
-2.427279 -4.039320 0.000000
-2.427063 -4.016873 0.000000
-2.427489 -3.997579 0.000000
-2.427437 -3.977381 0.000000
-2.427284 -3.957001 0.000000
-2.427455 -3.938994 0.000000
-2.429154 -3.920370 0.000000
-2.429020 -3.902892 0.000000
-2.429875 -3.883786 0.000000
-2.430534 -3.865049 0.000000
-2.430020 -3.849182 0.000000
-2.431079 -3.831787 0.000000
-2.430135 -3.813647 0.000000
-2.431586 -3.798085 0.000000
-2.430767 -3.781874 0.000000
-2.431999 -3.764761 0.000000
-2.432463 -3.748416 0.000000
-2.429992 -3.730851 0.000000
-2.421031 -3.714897 0.000000
