x y z
-1.558436 0.822461 0.000000
-1.559108 0.819096 0.000000
-1.561515 0.812678 0.000000
-1.563426 0.808021 0.000000
-1.564607 0.806612 0.000000
-1.568054 0.799048 0.000000
-1.569599 0.794302 0.000000
-1.570957 0.791258 0.000000
-1.574052 0.785083 0.000000
-1.577004 0.782234 0.000000
-1.581431 0.776524 0.000000
-1.585345 0.772109 0.000000
-1.589217 0.768500 0.000000
-1.594267 0.762136 0.000000
-1.597725 0.758089 0.000000
-1.600053 0.759376 0.000000
-1.604574 0.748079 0.000000
-1.609084 0.742799 0.000000
-1.613635 0.738731 0.000000
-1.617740 0.737026 0.000000
-1.621011 0.730131 0.000000
-1.621793 0.719757 0.000000
-1.623285 0.719330 0.000000
-1.630572 0.712730 0.000000
-1.627610 0.708855 0.000000
-1.652655 0.689614 0.000000
-1.654517 0.681334 0.000000
-1.654666 0.674666 0.000000
-1.650148 0.669656 0.000000
-1.636604 0.661695 0.000000
-1.624895 0.657318 0.000000
-1.611188 0.648145 0.000000
-1.588799 0.653705 0.000000
-1.559726 0.654852 0.000000
-1.551710 0.652966 0.000000
-1.545087 0.650827 0.000000
-1.540050 0.648225 0.000000
-1.535637 0.645447 0.000000
-1.532311 0.642293 0.000000
-1.529362 0.639010 0.000000
-1.525140 0.634801 0.000000
-1.522457 0.631476 0.000000
-1.517680 0.624477 0.000000
-1.516158 0.620313 0.000000
-1.513734 0.616788 0.000000
-1.510099 0.614319 0.000000
-1.510612 0.610297 0.000000
-1.509963 0.605049 0.000000
-1.510218 0.598726 0.000000
-1.509355 0.593207 0.000000
-1.505033 0.591104 0.000000
-1.502361 0.587276 0.000000
-1.498762 0.584450 0.000000
-1.491037 0.571936 0.000000
-1.489799 0.565515 0.000000
-1.489413 0.557395 0.000000
-1.487230 0.551530 0.000000
-1.476924 0.559010 0.000000
-2.163202 -1.083559 0.000000
-2.111259 -1.085541 0.000000
-2.066418 -1.100905 0.000000
-2.020169 -1.116865 0.000000
-1.974593 -1.133159 0.000000
-1.928603 -1.148323 0.000000
-1.885838 -1.171735 0.000000
-1.838471 -1.187622 0.000000
-1.792463 -1.203209 0.000000
-1.745621 -1.218769 0.000000
-1.700833 -1.238847 0.000000
-1.652656 -1.258757 0.000000
-1.604780 -1.272575 0.000000
-1.555446 -1.287072 0.000000
-1.507260 -1.310256 0.000000
-1.457792 -1.325779 0.000000
-1.407742 -1.347591 0.000000
-1.356195 -1.359414 0.000000
-1.305145 -1.388496 0.000000
-1.251388 -1.398953 0.000000
-1.200143 -1.371916 0.000000
-1.149275 -1.362171 0.000000
-1.100391 -1.335016 0.000000
-1.050808 -1.318581 0.000000
-1.001682 -1.298889 0.000000
-0.954920 -1.273250 0.000000
-0.909850 -1.246188 0.000000
-0.862015 -1.217627 0.000000
-0.812127 -1.208602 0.000000
-0.766249 -1.187987 0.000000
-0.722687 -1.161566 0.000000
-0.676114 -1.143102 0.000000
-0.630277 -1.124389 0.000000
-0.584736 -1.103646 0.000000
-0.540223 -1.083375 0.000000
-0.495606 -1.064502 0.000000
-0.450064 -1.042408 0.000000
-0.404565 -1.022304 0.000000
-0.354949 -1.007636 0.000000
-0.311166 -0.984525 0.000000
-0.268268 -0.958752 0.000000
-0.219616 -0.942997 0.000000
-0.174165 -0.918829 0.000000
-0.122612 -0.902869 0.000000
-0.079556 -0.876749 0.000000
-0.029735 -0.855430 0.000000
0.009555 -0.820332 0.000000
0.065850 -0.806538 0.000000
0.113953 -0.780862 0.000000
0.167257 -0.759099 0.000000
0.221655 -0.737561 0.000000
0.269109 -0.709110 0.000000
0.331718 -0.690554 0.000000
0.379843 -0.657538 0.000000
0.444874 -0.637587 0.000000
0.508743 -0.614394 0.000000
0.580906 -0.595270 0.000000
-1.061825 0.757493 0.000000
-1.064635 0.762322 0.000000
-1.071281 0.770407 0.000000
-1.520547 0.878736 0.000000
-1.522646 0.873338 0.000000
-1.523990 0.867445 0.000000
-1.527462 0.863845 0.000000
-1.530918 0.860079 0.000000
-1.534814 0.856756 0.000000
-1.537861 0.852694 0.000000
-1.540418 0.851091 0.000000
-1.542783 0.846779 0.000000
-1.547594 0.840955 0.000000
-1.550261 0.838366 0.000000
-1.553574 0.832763 0.000000
-1.555998 0.828273 0.000000
-1.557649 0.825413 0.000000
